103285,96
106673,0
10858,3
10859,3
10860,3
11046,3
11047,3
11048,3
12833,3
12834,3
12911,3
12912,3
12913,3
13627,3
13628,3
13734,3
13735,3
13736,3
13751,9
14903,3
14904,3
14905,3
17008,3
17009,3
17010,3
18962,3
18963,3
21204,3
21206,3
21208,3
21210,3
21212,3
21654,96
2260,0
2261,0
22978,96
3226,9
3341,3
3342,3
35102,96
35103,96
35607,0
5401,3
5402,3
5403,3
5592,3
5593,3
6303,0
65805,0
8291,3
8316,3
8376,3
8383,3
8424,3
8555,3
8572,3
87915,96
8952,0
8953,0
8954,0
9575,9
