gameid,innings,team,batter,position,runs,balls,fours,sixes,out,fielders,bowler
100220,1,2,13940,1,56,118,9,0,CAUGHT,9868,37581
100220,1,2,576,2,6,19,1,0,CAUGHT,9864,13226
100220,1,2,11808,3,0,8,0,0,CAUGHT,8540,13226
100220,1,2,1413,4,6,6,0,0,CAUGHT,8540,13226
100220,1,2,10744,5,39,52,6,0,CAUGHT,8540,13226
100220,1,2,8733,6,16,52,1,0,CAUGHT,9870,11081
100220,1,2,587,7,86,124,10,2,CAUGHT,8540,8548
100220,1,2,1593,8,113,133,11,2,CAUGHT,9864,8548
100220,1,2,14726,9,17,30,4,0,CAUGHT,9864,8548
100220,1,2,9311,10,7,9,1,0,CAUGHT,9870,13226
100220,1,2,10808,11,0,1,0,0,NOTOUT,0,0
100220,2,6,9868,1,2,6,0,0,BOWLED,0,9311
100220,2,6,9870,2,3,22,0,0,BOWLED,0,14726
100220,2,6,9864,3,20,30,3,0,CAUGHT,1413,10808
100220,2,6,8219,4,0,1,0,0,BOWLED,0,14726
100220,2,6,394,5,8,14,2,0,CAUGHT,8733,9311
100220,2,6,544,6,32,64,5,0,CAUGHT,10744,587
100220,2,6,8540,7,22,42,3,0,CAUGHT,14691,587
100220,2,6,11081,8,27,52,2,1,NOTOUT,0,0
100220,2,6,13226,9,9,22,2,0,CAUGHT,1413,9311
100220,2,6,8548,10,11,21,1,0,BOWLED,0,9311
100220,2,6,37581,11,11,11,2,0,BOWLED,0,10808
100220,3,2,13940,1,10,17,2,0,CAUGHT,8540,37581
100220,3,2,576,2,5,7,1,0,CAUGHT,9870,8548
100220,3,2,11808,3,119,176,10,4,NOTOUT,0,0
100220,3,2,1413,4,17,37,2,0,LBW,0,11081
100220,3,2,10744,5,109,128,13,4,CAUGHTBOWLED,0,11081
100220,3,2,8733,6,22,19,4,0,NOTOUT,0,0
100220,3,2,587,7,0,0,0,0,DIDNOTBAT,0,0
100220,3,2,1593,8,0,0,0,0,DIDNOTBAT,0,0
100220,3,2,9311,9,0,0,0,0,DIDNOTBAT,0,0
100220,3,2,14726,10,0,0,0,0,DIDNOTBAT,0,0
100220,3,2,10808,11,0,0,0,0,DIDNOTBAT,0,0
100220,4,6,9870,1,33,47,5,1,CAUGHT,13940,9311
100220,4,6,9868,2,35,68,3,0,CAUGHT,11808,1593
100220,4,6,9864,3,82,127,8,3,CAUGHT,9311,587
100220,4,6,8219,4,13,24,3,0,BOWLED,0,1593
100220,4,6,394,5,13,11,1,1,CAUGHT,8733,1593
100220,4,6,544,6,25,56,3,0,CAUGHT,13940,1593
100220,4,6,8540,7,1,10,0,0,CAUGHT,576,587
100220,4,6,11081,8,8,10,1,0,CAUGHT,587,1593
100220,4,6,8548,9,5,4,1,0,CAUGHT,10808,1593
100220,4,6,13226,10,7,14,1,0,BOWLED,0,587
100220,4,6,37581,11,0,2,0,0,NOTOUT,0,0
100229,1,6,9870,1,0,24,0,0,CAUGHT,13940,14726
100229,1,6,9868,2,24,36,4,0,LBW,0,14726
100229,1,6,8219,3,107,194,17,1,NOTOUT,0,0
100229,1,6,9864,4,31,57,6,0,LBW,0,1593
100229,1,6,394,5,11,32,2,0,BOWLED,0,9311
100229,1,6,8540,6,13,30,3,0,CAUGHT,576,10808
100229,1,6,544,7,9,17,2,0,CAUGHT,10808,1593
100229,1,6,11081,8,20,42,4,0,CAUGHT,11808,9311
100229,1,6,8253,9,5,8,1,0,BOWLED,0,9311
100229,1,6,13226,10,1,4,0,0,LBW,0,10808
100229,1,6,13105,11,0,4,0,0,CAUGHTBOWLED,0,587
100229,2,2,13940,1,72,51,12,2,BOWLED,0,13226
100229,2,2,576,2,23,11,1,3,BOWLED,0,11081
100229,2,2,11808,3,39,36,4,1,CAUGHT,13226,544
100229,2,2,10744,4,9,11,0,0,CAUGHT,13226,544
100229,2,2,1413,5,47,35,4,1,BOWLED,0,544
100229,2,2,8733,6,68,43,7,2,STUMPED,8540,11081
100229,2,2,587,7,8,13,0,0,CAUGHT,9864,11081
100229,2,2,1593,8,1,4,0,0,BOWLED,0,544
100229,2,2,14726,9,12,5,0,2,CAUGHT,13105,11081
100229,2,2,9311,10,1,1,0,0,NOTOUT,0,0
100229,2,2,10808,11,0,0,0,0,DIDNOTBAT,0,0
100229,3,6,9868,1,50,101,10,0,CAUGHT,13940,14726
100229,3,6,9870,2,10,15,1,0,LBW,0,1593
100229,3,6,13226,3,4,9,1,0,BOWLED,0,1593
100229,3,6,8219,4,2,8,0,0,CAUGHT,8733,1593
100229,3,6,9864,5,19,37,2,0,BOWLED,0,587
100229,3,6,394,6,37,63,7,0,BOWLED,0,9311
100229,3,6,8540,7,1,8,0,0,CAUGHT,10744,587
100229,3,6,544,8,0,2,0,0,CAUGHTBOWLED,0,587
100229,3,6,11081,9,9,17,1,0,CAUGHT,10744,9311
100229,3,6,8253,10,0,13,0,0,LBW,0,9311
100229,3,6,13105,11,5,11,1,0,NOTOUT,0,0
100229,4,2,576,1,8,7,1,0,CAUGHT,13226,11081
100229,4,2,13940,2,51,45,8,1,CAUGHT,544,8253
100229,4,2,11808,3,6,10,1,0,LBW,0,11081
100229,4,2,1413,4,29,37,4,0,NOTOUT,0,0
100229,4,2,10744,5,4,5,1,0,NOTOUT,0,0
100229,4,2,8733,6,0,0,0,0,DIDNOTBAT,0,0
100229,4,2,587,7,0,0,0,0,DIDNOTBAT,0,0
100229,4,2,1593,8,0,0,0,0,DIDNOTBAT,0,0
100229,4,2,14726,9,0,0,0,0,DIDNOTBAT,0,0
100229,4,2,9311,10,0,0,0,0,DIDNOTBAT,0,0
100229,4,2,10808,11,0,0,0,0,DIDNOTBAT,0,0
100265,1,2,13940,1,13,63,1,0,CAUGHT,10703,15925
100265,1,2,576,2,2,16,0,0,BOWLED,0,1057
100265,1,2,1413,3,0,9,0,0,CAUGHT,10693,15925
100265,1,2,9429,4,0,3,0,0,CAUGHT,9838,9067
100265,1,2,10744,5,20,49,2,0,CAUGHT,8216,9067
100265,1,2,8733,6,0,6,0,0,CAUGHT,10717,15925
100265,1,2,587,7,0,6,0,0,CAUGHT,10703,9067
100265,1,2,1593,8,0,1,0,0,CAUGHT,10693,9067
100265,1,2,8292,9,2,17,0,0,CAUGHT,9551,9067
100265,1,2,9311,10,1,3,0,0,CAUGHT,9067,15925
100265,1,2,10808,11,4,16,1,0,NOTOUT,0,0
100265,2,13,8216,1,15,49,3,0,LBW,0,8292
100265,2,13,9838,2,91,105,11,3,BOWLED,0,1593
100265,2,13,8549,3,33,73,5,0,CAUGHT,8292,587
100265,2,13,11177,4,134,157,13,4,CAUGHT,14691,8292
100265,2,13,10713,5,18,49,2,0,CAUGHT,13940,10808
100265,2,13,10717,6,5,8,1,0,CAUGHT,8733,9311
100265,2,13,10693,7,14,18,1,1,BOWLED,0,587
100265,2,13,9067,8,8,9,2,0,BOWLED,0,587
100265,2,13,1057,9,65,73,5,4,CAUGHT,587,10808
100265,2,13,10703,10,4,8,1,0,LBW,0,8292
100265,2,13,15925,11,0,1,0,0,NOTOUT,0,0
100265,3,2,13940,1,35,52,6,0,STUMPED,10717,10703
100265,3,2,576,2,52,63,8,1,BOWLED,0,10703
100265,3,2,1413,3,70,102,8,1,CAUGHT,10717,10693
100265,3,2,9429,4,150,195,18,3,CAUGHT,10703,1057
100265,3,2,10744,5,99,105,9,5,BOWLED,0,15925
100265,3,2,8733,6,12,16,2,0,CAUGHT,10717,15925
100265,3,2,587,7,5,15,1,0,CAUGHT,8549,15925
100265,3,2,1593,8,15,24,1,0,LBW,0,9067
100265,3,2,8292,9,6,20,0,0,NOTOUT,0,0
100265,3,2,9311,10,0,4,0,0,CAUGHT,10717,9067
100265,3,2,10808,11,0,2,0,0,CAUGHT,1057,9067
100265,4,13,8216,1,0,6,0,0,LBW,0,9311
100265,4,13,9838,2,17,39,3,0,LBW,0,9311
100265,4,13,8549,3,48,76,7,1,NOTOUT,0,0
100265,4,13,11177,4,39,46,6,0,NOTOUT,0,0
100265,4,13,10713,5,0,0,0,0,DIDNOTBAT,0,0
100265,4,13,10717,6,0,0,0,0,DIDNOTBAT,0,0
100265,4,13,10693,7,0,0,0,0,DIDNOTBAT,0,0
100265,4,13,9067,8,0,0,0,0,DIDNOTBAT,0,0
100265,4,13,1057,9,0,0,0,0,DIDNOTBAT,0,0
100265,4,13,10703,10,0,0,0,0,DIDNOTBAT,0,0
100265,4,13,15925,11,0,0,0,0,DIDNOTBAT,0,0
100272,1,13,8216,1,15,22,2,0,LBW,0,1593
100272,1,13,9838,2,76,141,11,0,CAUGHT,10744,1593
100272,1,13,8549,3,18,45,2,0,CAUGHT,10744,1593
100272,1,13,11177,4,65,105,5,1,BOWLED,0,10945
100272,1,13,10713,5,18,54,0,0,LBW,0,10945
100272,1,13,10717,6,3,12,0,0,BOWLED,0,10945
100272,1,13,10693,7,9,31,0,0,CAUGHT,1593,10945
100272,1,13,10100,8,33,51,3,2,BOWLED,0,10945
100272,1,13,1057,9,5,8,1,0,BOWLED,0,10945
100272,1,13,10703,10,4,9,1,0,BOWLED,0,10945
100272,1,13,15925,11,0,0,0,0,NOTOUT,0,0
100272,2,2,13940,1,30,60,4,0,CAUGHT,10713,10693
100272,2,2,576,2,0,9,0,0,BOWLED,0,1057
100272,2,2,11808,3,30,72,2,1,LBW,0,10100
100272,2,2,1413,4,1,9,0,0,BOWLED,0,10100
100272,2,2,10744,5,18,19,2,0,BOWLED,0,10693
100272,2,2,9429,6,11,24,1,0,CAUGHT,15925,10100
100272,2,2,587,7,38,46,3,2,LBW,0,10100
100272,2,2,1593,8,4,5,0,0,LBW,0,10100
100272,2,2,10945,9,18,21,2,1,NOTOUT,0,0
100272,2,2,14726,10,6,5,0,1,BOWLED,0,10100
100272,2,2,9311,11,0,3,0,0,LBW,0,10100
100272,3,13,8216,1,86,133,10,0,LBW,0,10945
100272,3,13,9838,2,17,25,2,0,LBW,0,10945
100272,3,13,8549,3,23,28,2,0,LBW,0,1593
100272,3,13,11177,4,9,13,1,0,BOWLED,0,10945
100272,3,13,10713,5,18,23,2,0,CAUGHT,13940,10945
100272,3,13,10717,6,41,83,3,0,BOWLED,0,587
100272,3,13,10693,7,48,82,4,2,NOTOUT,0,0
100272,3,13,10100,8,4,16,0,0,CAUGHT,9311,587
100272,3,13,1057,9,0,3,0,0,CAUGHT,576,1593
100272,3,13,10703,10,1,12,0,0,CAUGHT,10945,587
100272,3,13,15925,11,0,3,0,0,RUNOUT,587|587,0
100272,4,2,13940,1,77,65,9,3,CAUGHT,10713,10100
100272,4,2,576,2,8,16,1,0,CAUGHT,8549,10100
100272,4,2,11808,3,23,31,4,0,CAUGHT,10713,10100
100272,4,2,1413,4,17,40,2,0,LBW,0,10100
100272,4,2,10744,5,0,3,0,0,RUNOUT,10100|10717,0
100272,4,2,10945,6,21,47,2,0,CAUGHT,8549,10693
100272,4,2,9429,7,9,15,1,0,BOWLED,0,10100
100272,4,2,587,8,42,84,2,0,CAUGHT,1057,10703
100272,4,2,1593,9,18,34,2,0,CAUGHT,10713,10100
100272,4,2,14726,10,1,24,0,0,CAUGHT,11177,10703
100272,4,2,9311,11,10,4,1,1,NOTOUT,0,0
100274,1,13,8216,1,28,44,3,0,BOWLED,0,10945
100274,1,13,9838,2,4,11,1,0,LBW,0,14726
100274,1,13,8549,3,71,138,4,2,CAUGHT,576,587
100274,1,13,11177,4,5,12,0,0,BOWLED,0,10945
100274,1,13,10713,5,82,129,3,3,CAUGHT,576,10945
100274,1,13,10717,6,0,3,0,0,BOWLED,0,587
100274,1,13,10693,7,17,28,1,0,BOWLED,0,587
100274,1,13,8561,8,7,19,1,0,LBW,0,587
100274,1,13,9067,9,0,2,0,0,BOWLED,0,587
100274,1,13,10703,10,7,16,0,1,LBW,0,10945
100274,1,13,15925,11,1,1,0,0,NOTOUT,0,0
100274,2,2,13940,1,30,52,4,0,BOWLED,0,10703
100274,2,2,576,2,18,18,3,0,CAUGHT,8216,9067
100274,2,2,11808,3,90,146,7,1,CAUGHT,10713,10703
100274,2,2,10808,4,0,1,0,0,LBW,0,10703
100274,2,2,1413,5,4,6,1,0,RUNOUT,9067,0
100274,2,2,10744,6,60,59,8,2,LBW,0,8561
100274,2,2,587,7,14,25,0,0,CAUGHT,10713,10693
100274,2,2,9429,8,0,4,0,0,CAUGHT,10717,10703
100274,2,2,10945,9,38,36,4,2,NOTOUT,0,0
100274,2,2,1593,10,6,13,1,0,CAUGHT,10713,10703
100274,2,2,14726,11,0,0,0,0,RUNOUT,10717|10717,0
100274,3,13,8216,1,1,4,0,0,BOWLED,0,14726
100274,3,13,9838,2,22,47,2,0,CAUGHT,11808,10945
100274,3,13,8549,3,51,100,2,1,CAUGHTBOWLED,0,1593
100274,3,13,11177,4,4,3,1,0,STUMPED,10744,1593
100274,3,13,10713,5,21,44,1,1,CAUGHT,1593,587
100274,3,13,10717,6,4,6,1,0,BOWLED,0,587
100274,3,13,10693,7,26,14,1,3,BOWLED,0,1593
100274,3,13,8561,8,8,14,1,0,CAUGHT,1413,587
100274,3,13,9067,9,10,16,0,1,BOWLED,0,587
100274,3,13,10703,10,8,23,0,1,CAUGHT,14726,587
100274,3,13,15925,11,2,5,0,0,NOTOUT,0,0
100274,4,2,13940,1,5,16,0,0,LBW,0,10693
100274,4,2,576,2,11,11,2,0,CAUGHT,10693,9067
100274,4,2,11808,3,1,4,0,0,BOWLED,0,10703
100274,4,2,1413,4,1,7,0,0,CAUGHT,10713,10703
100274,4,2,10744,5,64,57,9,1,CAUGHT,10717,10703
100274,4,2,9429,6,1,2,0,0,CAUGHT,11177,10703
100274,4,2,587,7,6,22,0,0,CAUGHT,8549,10703
100274,4,2,10945,8,12,25,0,0,BOWLED,0,10703
100274,4,2,1593,9,8,29,0,0,CAUGHT,10717,10693
100274,4,2,14726,10,0,1,0,0,BOWLED,0,10693
100274,4,2,10808,11,0,1,0,0,NOTOUT,0,0
101027,1,3,12139,1,2,14,0,0,CAUGHT,9870,13226
101027,1,3,14241,2,56,98,4,1,CAUGHT,11081,13226
101027,1,3,9545,3,6,11,1,0,CAUGHT,8540,13791
101027,1,3,8359,4,0,2,0,0,CAUGHT,8540,13791
101027,1,3,9812,5,141,261,9,0,STUMPED,8540,11081
101027,1,3,9468,6,171,239,11,3,NOTOUT,0,0
101027,1,3,10101,7,19,36,1,0,CAUGHT,11081,544
101027,1,3,12160,8,29,24,1,2,NOTOUT,0,0
101027,1,3,14247,9,0,0,0,0,DIDNOTBAT,0,0
101027,1,3,19627,10,0,0,0,0,DIDNOTBAT,0,0
101027,1,3,35250,11,0,0,0,0,DIDNOTBAT,0,0
101027,2,6,9868,1,93,183,12,0,BOWLED,0,35250
101027,2,6,9870,2,12,58,1,0,CAUGHT,9468,14247
101027,2,6,9864,3,16,42,2,0,BOWLED,0,19627
101027,2,6,8219,4,50,76,5,0,BOWLED,0,19627
101027,2,6,394,5,191,341,22,1,CAUGHT,9468,35250
101027,2,6,544,6,15,16,2,0,CAUGHT,9545,14241
101027,2,6,8540,7,56,78,8,1,CAUGHT,9468,14247
101027,2,6,11081,8,77,179,6,0,CAUGHT,10101,12160
101027,2,6,13226,9,0,18,0,0,CAUGHT,9468,12160
101027,2,6,13791,10,22,14,2,2,CAUGHT,12139,14247
101027,2,6,37581,11,1,3,0,0,NOTOUT,0,0
101027,3,3,12139,1,37,86,3,0,CAUGHT,9868,544
101027,3,3,14241,2,1,3,0,0,CAUGHT,8540,13791
101027,3,3,9545,3,14,37,2,0,CAUGHT,8540,13226
101027,3,3,8359,4,22,50,3,0,BOWLED,0,37581
101027,3,3,9812,5,0,4,0,0,STUMPED,8540,544
101027,3,3,9468,6,51,80,6,0,BOWLED,0,11081
101027,3,3,10101,7,0,1,0,0,CAUGHT,9868,11081
101027,3,3,12160,8,2,16,0,0,LBW,0,11081
101027,3,3,14247,9,3,22,0,0,CAUGHT,394,544
101027,3,3,19627,10,5,29,1,0,NOTOUT,0,0
101027,3,3,35250,11,0,7,0,0,LBW,0,11081
101027,4,6,9870,1,15,26,3,0,NOTOUT,0,0
101027,4,6,9868,2,9,13,1,0,NOTOUT,0,0
101027,4,6,9864,3,0,0,0,0,DIDNOTBAT,0,0
101027,4,6,8219,4,0,0,0,0,DIDNOTBAT,0,0
101027,4,6,394,5,0,0,0,0,DIDNOTBAT,0,0
101027,4,6,544,6,0,0,0,0,DIDNOTBAT,0,0
101027,4,6,8540,7,0,0,0,0,DIDNOTBAT,0,0
101027,4,6,11081,8,0,0,0,0,DIDNOTBAT,0,0
101027,4,6,13791,9,0,0,0,0,DIDNOTBAT,0,0
101027,4,6,13226,10,0,0,0,0,DIDNOTBAT,0,0
101027,4,6,37581,11,0,0,0,0,DIDNOTBAT,0,0
101032,1,3,12139,1,0,6,0,0,BOWLED,0,8548
101032,1,3,14241,2,58,110,4,2,STUMPED,8540,11081
101032,1,3,9545,3,57,69,2,0,LBW,0,11081
101032,1,3,8359,4,31,77,2,0,LBW,0,544
101032,1,3,9812,5,16,28,2,0,BOWLED,0,8548
101032,1,3,9468,6,29,63,2,0,CAUGHT,9864,37581
101032,1,3,10101,7,54,95,3,2,CAUGHT,544,8548
101032,1,3,19627,8,12,41,0,0,CAUGHT,544,11081
101032,1,3,35250,9,2,16,0,0,CAUGHT,9868,11081
101032,1,3,12555,10,9,7,0,1,STUMPED,8540,11081
101032,1,3,8366,11,0,0,0,0,NOTOUT,0,0
101032,2,6,9868,1,10,23,1,0,BOWLED,0,19627
101032,2,6,9870,2,1,16,0,0,CAUGHT,12555,19627
101032,2,6,9864,3,4,6,1,0,BOWLED,0,19627
101032,2,6,8219,4,1,2,0,0,CAUGHT,35250,8366
101032,2,6,394,5,3,9,0,0,CAUGHT,9468,8366
101032,2,6,544,6,2,10,0,0,LBW,0,19627
101032,2,6,8540,7,138,228,13,4,CAUGHT,14241,10101
101032,2,6,11081,8,78,124,12,1,CAUGHTBOWLED,0,19627
101032,2,6,8548,9,1,5,0,0,LBW,0,19627
101032,2,6,13226,10,13,51,1,0,NOTOUT,0,0
101032,2,6,37581,11,0,2,0,0,LBW,0,10101
101032,3,3,12139,1,3,10,0,0,CAUGHT,8540,13226
101032,3,3,14241,2,20,35,3,0,CAUGHT,9864,8548
101032,3,3,19627,3,0,6,0,0,BOWLED,0,13226
101032,3,3,9545,4,28,34,4,0,CAUGHT,8540,37581
101032,3,3,8359,5,11,18,1,0,CAUGHT,9868,37581
101032,3,3,9812,6,2,10,0,0,CAUGHT,8540,37581
101032,3,3,9468,7,43,73,5,0,CAUGHT,8540,13226
101032,3,3,10101,8,47,71,6,1,NOTOUT,0,0
101032,3,3,35250,9,0,1,0,0,CAUGHT,9864,13226
101032,3,3,12555,10,2,12,0,0,CAUGHT,9864,37581
101032,3,3,8366,11,4,10,1,0,CAUGHT,11081,13226
101032,4,6,9870,1,40,39,3,2,BOWLED,0,8366
101032,4,6,9868,2,24,51,2,0,CAUGHT,9545,19627
101032,4,6,9864,3,38,82,5,0,CAUGHT,12139,10101
101032,4,6,8219,4,34,71,4,0,CAUGHT,14241,12555
101032,4,6,394,5,22,51,1,0,NOTOUT,0,0
101032,4,6,544,6,21,43,1,1,NOTOUT,0,0
101032,4,6,8540,7,0,0,0,0,DIDNOTBAT,0,0
101032,4,6,11081,8,0,0,0,0,DIDNOTBAT,0,0
101032,4,6,13226,9,0,0,0,0,DIDNOTBAT,0,0
101032,4,6,8548,10,0,0,0,0,DIDNOTBAT,0,0
101032,4,6,37581,11,0,0,0,0,DIDNOTBAT,0,0
101039,1,3,12139,1,102,184,10,2,CAUGHT,11691,13681
101039,1,3,14241,2,4,10,1,0,CAUGHT,13810,13681
101039,1,3,9545,3,151,177,13,2,CAUGHTBOWLED,0,8578
101039,1,3,8359,4,30,71,5,0,LBW,0,6670
101039,1,3,9812,5,82,177,8,0,CAUGHT,8019,46023
101039,1,3,14247,6,33,81,1,3,CAUGHT,12201,11436
101039,1,3,9468,7,0,12,0,0,CAUGHT,6670,8578
101039,1,3,10101,8,104,119,10,3,NOTOUT,0,0
101039,1,3,31139,9,7,10,0,0,LBW,0,11436
101039,1,3,12160,10,26,49,2,1,BOWLED,0,8578
101039,1,3,12555,11,3,8,0,0,CAUGHT,8502,8019
101039,2,9,12770,1,78,85,13,0,CAUGHT,31139,12160
101039,2,9,11691,2,0,2,0,0,CAUGHT,31139,14247
101039,2,9,8019,3,262,375,17,0,LBW,0,10101
101039,2,9,8502,4,84,75,11,0,LBW,0,31139
101039,2,9,12201,5,317,322,29,3,CAUGHT,9545,14241
101039,2,9,13810,6,31,24,2,1,CAUGHT,31139,14247
101039,2,9,6670,7,17,16,1,0,NOTOUT,0,0
101039,2,9,13681,8,2,2,0,0,CAUGHT,8359,14241
101039,2,9,11436,9,9,6,0,1,NOTOUT,0,0
101039,2,9,8578,10,0,0,0,0,DIDNOTBAT,0,0
101039,2,9,46023,11,0,0,0,0,DIDNOTBAT,0,0
101039,3,3,12139,1,0,1,0,0,BOWLED,0,6670
101039,3,3,14241,2,25,35,4,0,CAUGHT,8502,11436
101039,3,3,9545,3,11,22,1,0,CAUGHT,12770,13681
101039,3,3,8359,4,5,15,1,0,CAUGHT,13810,13681
101039,3,3,9812,5,29,33,4,0,CAUGHT,13810,8578
101039,3,3,9468,6,10,19,1,0,BOWLED,0,11436
101039,3,3,10101,7,63,84,7,0,LBW,0,8578
101039,3,3,31139,8,55,104,5,0,NOTOUT,0,0
101039,3,3,12160,9,10,14,1,0,CAUGHTBOWLED,0,8578
101039,3,3,14247,10,6,3,0,1,STUMPED,13810,8578
101039,3,3,12555,11,0,0,0,0,ABSENTHURT,0,8578
101043,1,3,12139,1,7,28,1,0,BOWLED,0,8578
101043,1,3,14241,2,77,160,7,0,CAUGHT,6557,12777
101043,1,3,9545,3,3,7,0,0,CAUGHT,12770,8578
101043,1,3,9807,4,118,224,11,1,BOWLED,0,46023
101043,1,3,9812,5,4,14,1,0,CAUGHT,13810,11436
101043,1,3,9468,6,41,97,5,0,CAUGHT,13810,11436
101043,1,3,10101,7,31,53,5,0,CAUGHT,13810,12777
101043,1,3,31139,8,37,69,4,0,BOWLED,0,11436
101043,1,3,19066,9,2,9,0,0,CAUGHT,8019,8578
101043,1,3,14545,10,32,61,5,0,CAUGHT,11436,8578
101043,1,3,17278,11,2,21,0,0,NOTOUT,0,0
101043,2,9,12770,1,27,36,3,0,CAUGHT,9468,14545
101043,2,9,8502,2,114,129,16,0,CAUGHT,10101,19066
101043,2,9,11691,3,29,37,4,0,BOWLED,0,19066
101043,2,9,8019,4,34,54,2,0,BOWLED,0,19066
101043,2,9,12201,5,9,9,2,0,BOWLED,0,19066
101043,2,9,6557,6,1,5,0,0,CAUGHT,12139,14545
101043,2,9,13810,7,21,55,2,0,CAUGHT,14241,14545
101043,2,9,11436,8,4,29,0,0,CAUGHT,9812,19066
101043,2,9,12777,9,6,10,1,0,BOWLED,0,19066
101043,2,9,8578,10,25,25,3,0,NOTOUT,0,0
101043,2,9,46023,11,9,19,1,0,CAUGHT,9545,19066
101043,3,3,12139,1,4,19,0,0,CAUGHT,13810,46023
101043,3,3,14241,2,22,39,1,0,CAUGHT,11691,46023
101043,3,3,9545,3,11,18,1,0,CAUGHT,11691,46023
101043,3,3,9807,4,26,39,5,0,LBW,0,8578
101043,3,3,9812,5,31,51,2,0,LBW,0,8578
101043,3,3,9468,6,23,43,2,0,CAUGHT,8019,11436
101043,3,3,10101,7,63,89,5,1,CAUGHT,6557,11436
101043,3,3,31139,8,1,11,0,0,BOWLED,0,8578
101043,3,3,14545,9,1,3,0,0,CAUGHT,6557,46023
101043,3,3,19066,10,22,43,1,0,CAUGHT,13810,12777
101043,3,3,17278,11,0,4,0,0,NOTOUT,0,0
101043,4,9,12770,1,3,8,0,0,STUMPED,9468,14545
101043,4,9,8502,2,0,2,0,0,CAUGHT,9468,19066
101043,4,9,11691,3,22,38,2,0,CAUGHTBOWLED,0,19066
101043,4,9,8019,4,18,34,1,0,LBW,0,14545
101043,4,9,12201,5,16,21,1,0,LBW,0,14545
101043,4,9,6557,6,37,36,4,0,STUMPED,9468,14545
101043,4,9,13810,7,6,10,1,0,CAUGHT,9545,14545
101043,4,9,11436,8,27,32,0,3,CAUGHT,10101,14545
101043,4,9,12777,9,9,10,2,0,NOTOUT,0,0
101043,4,9,8578,10,1,9,0,0,CAUGHT,12139,14545
101043,4,9,46023,11,0,1,0,0,CAUGHT,12139,14545
101045,1,9,12770,1,29,43,3,0,CAUGHT,14241,14545
101045,1,9,8502,2,52,84,4,1,LBW,0,14545
101045,1,9,11691,3,3,14,0,0,LBW,0,19066
101045,1,9,8019,4,5,6,0,0,LBW,0,19066
101045,1,9,12201,5,5,14,0,0,BOWLED,0,19066
101045,1,9,6557,6,12,22,1,0,CAUGHT,10101,19066
101045,1,9,13810,7,89,119,5,6,CAUGHT,9468,17278
101045,1,9,13681,8,39,71,5,0,CAUGHTBOWLED,0,14545
101045,1,9,19767,9,9,14,1,0,BOWLED,0,19066
101045,1,9,8578,10,16,21,0,0,STUMPED,9468,19066
101045,1,9,46023,11,1,5,0,0,NOTOUT,0,0
101045,2,3,12139,1,14,27,1,0,LBW,0,46023
101045,2,3,14241,2,19,36,1,0,CAUGHT,8019,8578
101045,2,3,9545,3,26,70,0,0,CAUGHT,11691,46023
101045,2,3,9807,4,3,9,0,0,BOWLED,0,13681
101045,2,3,9812,5,134,223,5,0,CAUGHT,12777,13681
101045,2,3,9468,6,25,46,1,1,LBW,0,19767
101045,2,3,10101,7,1,9,0,0,LBW,0,19767
101045,2,3,31139,8,14,28,1,0,BOWLED,0,19767
101045,2,3,14545,9,45,84,2,1,LBW,0,46023
101045,2,3,19066,10,48,48,2,4,NOTOUT,0,0
101045,2,3,17278,11,0,1,0,0,BOWLED,0,19767
101045,3,9,12770,1,2,12,0,0,LBW,0,14545
101045,3,9,8502,2,12,15,2,0,LBW,0,19066
101045,3,9,11691,3,1,15,0,0,CAUGHT,10101,14545
101045,3,9,8019,4,33,52,1,0,CAUGHT,9468,14545
101045,3,9,12201,5,26,40,2,0,CAUGHT,9468,14545
101045,3,9,6557,6,3,9,0,0,LBW,0,14545
101045,3,9,13810,7,3,16,0,0,BOWLED,0,19066
101045,3,9,13681,8,10,17,1,0,BOWLED,0,19066
101045,3,9,19767,9,7,22,0,0,BOWLED,0,19066
101045,3,9,8578,10,10,14,1,0,STUMPED,9468,14545
101045,3,9,46023,11,4,12,0,0,NOTOUT,0,0
101045,4,3,12139,1,5,9,0,0,NOTOUT,0,0
101045,4,3,14241,2,8,5,2,0,LBW,0,8578
101045,4,3,9545,3,23,6,4,1,NOTOUT,0,0
101045,4,3,9807,4,0,0,0,0,DIDNOTBAT,0,0
101045,4,3,9812,5,0,0,0,0,DIDNOTBAT,0,0
101045,4,3,9468,6,0,0,0,0,DIDNOTBAT,0,0
101045,4,3,10101,7,0,0,0,0,DIDNOTBAT,0,0
101045,4,3,31139,8,0,0,0,0,DIDNOTBAT,0,0
101045,4,3,14545,9,0,0,0,0,DIDNOTBAT,0,0
101045,4,3,19066,10,0,0,0,0,DIDNOTBAT,0,0
101045,4,3,17278,11,0,0,0,0,DIDNOTBAT,0,0
101053,1,3,9545,1,11,29,1,0,CAUGHT,11219,9793
101053,1,3,15847,2,6,15,0,0,CAUGHT,11219,15817
101053,1,3,8359,3,8,20,0,0,CAUGHT,11219,15817
101053,1,3,9807,4,5,6,1,0,LBW,0,15817
101053,1,3,9812,5,84,157,6,0,CAUGHT,11219,18158
101053,1,3,9468,6,71,133,9,0,LBW,0,18158
101053,1,3,10101,7,2,8,0,0,BOWLED,0,10436
101053,1,3,14545,8,0,5,0,0,RUNOUT,8433|8433,0
