game,series,start,end,winner,tosswinner,descisiontobat,margin,isinnningswin,iswinbyruns,team1,team2,hometeam,team1captain,team2captain,venue
100220,8393,1726718400,1727064000,2,6,False,280,False,True,2,6,2,576,9864,11
100229,8393,1727409600,1727755200,2,2,False,7,False,False,2,6,2,576,9864,32
100265,8395,1729051200,1729396800,13,2,True,8,False,False,2,13,2,576,8216,27
100272,8395,1729742400,1730088000,13,13,True,113,False,True,2,13,2,576,8216,287
100274,8395,1730433600,1730779200,13,13,True,25,False,True,2,13,2,576,8216,81
101027,8495,1724216400,1724562000,6,6,False,10,False,False,3,6,3,9545,9864,25
101032,8495,1724994000,1725339600,6,6,False,6,False,False,3,6,3,9545,9864,25
101039,8497,1728277200,1728622800,9,3,True,47,True,True,3,9,3,9545,11691,22
101043,8497,1728968400,1729314000,3,3,True,152,False,True,3,9,3,9545,6557,22
101045,8497,1729746000,1730091600,3,9,True,9,False,False,3,9,3,9545,6557,25
101053,8504,1737088200,1737433800,3,3,True,127,False,True,3,10,3,9545,1984,22
101058,8504,1737779400,1738125000,10,10,True,120,False,True,3,10,3,9545,1984,22
103285,8625,1725856200,1726185600,0,0,False,0,False,False,96,13,96,8277,1057,438
105762,8786,1750413600,1750759200,9,9,False,5,False,False,9,2,9,6557,11808,66
105770,8786,1751450400,1751796000,2,9,False,336,False,True,9,2,9,6557,11808,20
105772,8786,1752141600,1752487200,9,9,True,22,False,True,9,2,9,6557,11808,19
105778,8786,1753264800,1753610400,0,9,False,0,False,False,9,2,9,6557,11808,65
105780,8786,1753956000,1754301600,2,9,False,6,False,True,9,2,9,11691,11808,12
105962,8818,1726633800,1727065800,5,5,True,63,False,True,5,13,5,7872,1057,113
105964,8818,1727325000,1727670600,5,5,True,154,True,True,5,13,5,7872,1057,113
106673,8881,1749634200,1749979800,11,11,False,5,False,False,11,4,0,8583,8095,19
10688,2063,1320827400,1321173000,11,0,False,8,False,False,11,4,11,207,138,52
10689,2063,1321516800,1321862400,4,0,False,2,False,False,11,4,11,207,138,88
10690,2064,1323937800,1324283400,11,0,False,81,True,True,11,5,11,207,105,75
10691,2064,1324886400,1325232000,5,0,False,208,False,True,11,5,11,207,105,74
10692,2064,1325579400,1325925000,11,0,False,10,False,False,11,5,11,207,105,52
10705,2065,1314765000,1315110600,4,0,False,125,False,True,5,4,5,105,138,113
10706,2065,1315456200,1315801800,0,0,False,0,False,False,5,4,5,105,138,254
10707,2065,1316147400,1316493000,0,0,False,0,False,False,5,4,5,105,138,14
10709,2068,1322697660,1323043260,4,0,False,9,False,False,4,13,4,138,521,35
10710,2068,1323387000,1323732600,13,0,False,7,False,True,4,13,4,138,521,39
10711,2069,1324855800,1325201400,4,0,False,122,False,True,4,2,4,138,265,87
10712,2069,1325547000,1325892600,4,0,False,68,True,True,4,2,4,138,265,34
10713,2069,1326421800,1326767400,4,0,False,37,True,True,4,2,4,138,265,38
10714,2069,1327363260,1327708860,4,0,False,298,False,True,4,2,4,138,26,40
10745,2078,1327527000,1327872600,13,0,False,301,True,True,13,12,13,521,180,44
10757,2079,1331069400,1331415000,0,0,False,0,False,False,11,13,13,207,521,116
10758,2079,1331760600,1332106200,11,0,False,9,False,False,11,13,13,207,521,100
10759,2079,1332451800,1332797400,0,0,False,0,False,False,11,13,13,207,521,45
10797,2083,1332736200,1333081800,5,0,False,75,False,True,5,9,5,101,167,113
10798,2083,1333427400,1333773000,9,0,False,8,False,False,5,9,5,101,167,71
10805,2085,1312444800,1312790400,12,0,False,130,False,True,12,6,12,180,544,69
108417,9033,1729483200,1729828800,11,6,True,7,False,False,6,11,6,9864,9582,128
10842,2088,1314862200,1315207800,3,0,False,7,False,False,12,3,12,180,274,70
108425,9033,1730174400,1730520000,11,11,True,273,True,True,6,11,6,9864,9582,93
10857,2092,1320134400,1320480000,13,0,False,34,False,True,12,13,12,180,521,70
10858,2093,1318917600,1319263200,0,0,False,0,False,False,3,5,3,274,105,94
10859,2093,1319608800,1319954400,3,0,False,9,False,False,3,5,3,274,105,153
10860,2093,1320300000,1320645600,0,0,False,0,False,False,3,5,3,274,105,140
108787,9107,1763691600,1764037200,4,9,True,8,False,False,4,9,4,2250,6557,512
108793,9107,1764820800,1765166400,4,9,True,8,False,False,4,9,4,2250,6557,35
108801,9107,1765927800,1766273400,4,4,True,82,False,True,4,9,4,8095,6557,40
108809,9107,1766705400,1767051000,9,9,False,4,False,False,4,9,4,2250,6557,87
108811,9107,1767483000,1767828600,0,0,False,0,False,False,4,9,4,8095,6557,34
109351,9171,1735200000,1735545600,0,12,True,0,False,False,12,96,12,6334,8277,70
109355,9171,1735804800,1736150400,96,12,False,72,False,True,12,96,12,6334,8277,70
109383,9181,1738125000,1738470600,4,4,True,242,True,True,5,4,5,7872,2250,113
109390,9181,1738816200,1739161800,4,5,True,9,False,False,5,4,5,7872,2250,113
11046,2102,1326780000,1327125600,3,0,False,10,False,False,3,9,3,274,167,153
11047,2102,1327471200,1327816800,3,0,False,72,False,True,3,9,3,274,167,94
11048,2102,1328248800,1328594400,3,0,False,71,False,True,3,9,3,274,167,153
11060,2103,1319167800,1319513400,0,0,False,0,False,False,6,10,6,394,253,93
11061,2103,1319859000,1320204600,10,0,False,229,False,True,6,10,6,394,253,128
11066,2105,1320552000,1320897600,2,0,False,5,False,False,2,10,2,265,253,51
11067,2105,1321241400,1321587000,2,0,False,15,True,True,2,10,2,265,253,31
11068,2105,1321934400,1322280000,0,0,False,0,False,False,2,10,2,265,253,81
11078,2106,1323401400,1323747000,3,0,False,184,True,True,6,3,6,394,274,93
11079,2106,1324092600,1324438200,3,0,False,7,False,False,6,3,6,394,274,128
11127,2110,1333807200,1334152800,4,0,False,3,False,False,10,4,10,253,138,55
11128,2110,1334498400,1334844000,0,0,False,0,False,False,10,4,10,253,138,54
11129,2110,1335189600,1335535200,4,0,False,75,False,True,10,4,10,253,138,106
11130,2111,1337248800,1337594400,9,0,False,5,False,False,9,10,9,167,253,19
11131,2111,1337940000,1338285600,9,0,False,9,False,False,9,10,9,167,253,18
11132,2111,1339063200,1339408800,0,0,False,0,False,False,9,10,9,167,253,20
11143,2113,1342692000,1343037600,11,0,False,12,True,True,9,11,9,167,207,12
11144,2113,1343901600,1344247200,0,0,False,0,False,False,9,11,9,167,207,66
11145,2113,1345111200,1345456800,11,0,False,51,False,True,9,11,9,167,207,19
112472,9331,1738828800,1739174400,27,27,True,63,False,True,12,27,12,25035,6710,70
11322,2122,1343224800,1343570400,10,0,False,9,False,False,10,13,10,253,521,109
11323,2122,1343919600,1344265200,10,0,False,5,False,False,10,13,10,253,521,57
11333,2124,1340341200,1340686800,5,0,False,209,False,True,5,3,5,101,360,113
11334,2124,1341030600,1341376200,0,0,False,0,False,False,5,3,5,101,274,14
11335,2124,1341721800,1342067400,0,0,False,0,False,False,5,3,5,101,274,254
11342,2126,1345694400,1346040000,2,0,False,115,True,True,2,13,2,265,521,80
11343,2126,1346385600,1346731200,2,0,False,5,False,False,2,13,2,265,521,27
11346,2127,1352952000,1353297600,2,0,False,9,False,False,2,9,2,265,488,50
11347,2127,1353643200,1353988800,9,0,False,10,False,False,2,9,2,265,488,81
11348,2127,1354678200,1355023800,9,0,False,7,False,False,2,9,2,265,488,31
11349,2127,1355371200,1355716800,0,0,False,0,False,False,2,9,2,265,488,228
11431,2139,1357115400,1357461000,11,0,False,28,True,True,11,13,11,207,201,52
11432,2139,1357891200,1358236800,11,0,False,193,True,True,11,13,11,207,201,73
11434,2140,1359707400,1360053000,11,0,False,211,False,True,11,3,11,207,274,88
11436,2140,1360830600,1361176200,11,0,False,4,False,False,11,3,11,207,274,52
11438,2140,1361521800,1361867400,11,0,False,18,True,True,11,3,11,207,274,75
11442,2141,1368698400,1369044000,9,0,False,170,False,True,9,13,9,488,201,19
11444,2141,1369389600,1369735200,9,0,False,247,False,True,9,13,9,488,201,66
11454,2193,1373450400,1373796000,9,0,False,14,False,True,9,4,9,488,138,18
11455,2193,1374141600,1374487200,9,0,False,347,False,True,9,4,9,488,138,19
11456,2193,1375351200,1375696800,0,0,False,0,False,False,9,4,9,488,138,65
11457,2193,1376042400,1376388000,9,0,False,74,False,True,9,4,9,488,138,60
11458,2193,1377079200,1377424800,0,0,False,0,False,False,9,4,9,488,138,12
114582,9408,1750860000,1751205600,4,4,True,159,False,True,10,4,10,11543,8095,55
114591,9408,1751551200,1751896800,4,4,True,133,False,True,10,4,10,11543,8095,101
114600,9408,1752345000,1752690600,4,4,True,176,False,True,10,4,10,11543,8095,57
11473,2144,1362519000,1362864600,0,0,False,0,False,False,13,9,13,201,488,116
11474,2144,1363210200,1363555800,0,0,False,0,False,False,13,9,13,201,488,45
11475,2144,1363901400,1364247000,0,0,False,0,False,False,13,9,13,201,488,41
11481,2145,1352419260,1352764860,0,0,False,0,False,False,4,11,4,138,207,35
11482,2145,1353542460,1353888060,0,0,False,0,False,False,4,11,4,138,207,40
11483,2145,1354242600,1354588200,11,0,False,309,False,True,4,11,4,138,207,38
11484,2146,1355441400,1355787000,4,0,False,137,False,True,4,5,4,138,101,39
11485,2146,1356478200,1356823800,4,0,False,201,True,True,4,5,4,138,101,87
11486,2146,1357169400,1357515000,4,0,False,5,False,False,4,5,4,138,101,34
11586,2153,1353126600,1353472200,5,0,False,10,False,False,5,13,5,101,521,113
11587,2153,1353817800,1354163400,13,0,False,167,False,True,5,13,5,101,521,71
116245,9514,1745121600,1745467200,12,6,True,3,False,False,6,12,6,9864,6334,379
116254,9514,1745812800,1746158400,6,12,True,106,True,True,6,12,6,9864,6334,93
116831,9578,1751097600,1751443200,11,11,True,328,False,True,12,11,12,6334,9720,70
116840,9578,1751788800,1752134400,11,12,False,236,True,True,12,11,12,6334,11200,70
116849,9584,1753862400,1754208000,13,12,True,9,False,False,12,13,12,6334,10100,70
116855,9584,1754553600,1754899200,13,12,True,359,True,True,12,13,12,6334,10100,70
11697,2163,1352777400,1353123000,10,0,False,77,False,True,6,10,6,394,253,128
11698,2163,1353468600,1353814200,10,0,False,10,False,False,6,10,6,394,253,104
117359,9629,1759377600,1759723200,2,10,True,140,True,True,2,10,2,11808,11543,50
117362,9629,1760068800,1760414400,2,2,True,7,False,False,2,10,2,11808,11543,51
117371,9638,1763092800,1763438400,11,11,True,30,False,True,2,11,2,11808,8583,31
117380,9638,1763782200,1764127800,11,11,True,408,False,True,2,11,2,10744,8583,380
11847,2194,1384992060,1385337660,4,0,False,381,False,True,4,9,4,138,488,35
11848,2194,1386201660,1386547260,4,0,False,218,False,True,4,9,4,138,488,40
11849,2194,1386901800,1387247400,4,0,False,150,False,True,4,9,4,138,488,38
11850,2194,1388014200,1388359800,4,0,False,8,False,False,4,9,4,138,488,87
11851,2194,1388705400,1389051000,4,0,False,281,False,True,4,9,4,138,488,34
11857,2168,1363096800,1363442400,10,0,False,9,False,False,10,12,10,253,180,55
11858,2168,1363788000,1364133600,10,0,False,65,True,True,10,12,10,253,180,106
118586,9809,1750134600,1750480200,0,6,True,0,False,False,5,6,5,7872,9864,113
118592,9809,1750825800,1751171400,5,6,True,78,True,True,5,6,5,7872,9864,14
11942,2171,1361505600,1361851200,2,0,False,8,False,False,2,4,2,265,138,11
11943,2171,1362196800,1362542400,2,0,False,135,True,True,2,4,2,265,138,80
11944,2171,1363233600,1363579200,2,0,False,6,False,False,2,4,2,265,138,46
11945,2171,1363924800,1364270400,2,0,False,6,False,False,2,4,2,265,158,51
12019,2175,1362717000,1363062600,0,0,False,0,False,False,5,6,5,1629,394,113
12020,2175,1363408200,1363753800,5,0,False,7,False,False,5,6,5,1629,394,15
12116,2182,1366185600,1366531200,12,0,False,335,False,True,12,6,12,180,394,69
12117,2182,1366876800,1367222400,6,0,False,143,False,True,12,6,12,180,394,69
122671,10223,1764626400,1764972000,0,10,False,0,False,False,13,10,13,8216,11543,371
122676,10223,1765317600,1765663200,13,13,False,9,False,False,13,10,13,8216,11543,45
122682,10223,1766008800,1766354400,13,13,True,323,False,True,13,10,13,8216,11543,393
12618,2205,1392193800,1392539400,4,0,False,281,False,True,11,4,11,207,138,75
12619,2205,1392885000,1393230600,11,0,False,231,False,True,11,4,11,207,138,73
12620,2205,1393662600,1394008200,4,0,False,245,False,True,11,4,11,207,138,52
12833,2218,1381730400,1382076000,3,0,False,7,False,False,11,3,3,207,274,94
12834,2218,1382508000,1382853600,11,0,False,92,True,True,3,11,3,274,207,153
12911,2224,1388469600,1388815200,0,0,False,0,False,False,3,5,3,274,1629,94
12912,2224,1389160800,1389506400,5,0,False,9,False,False,3,5,3,274,1629,153
12913,2224,1389852000,1390197600,3,0,False,5,False,False,3,5,3,274,1629,140
12920,2226,1378195200,1378540800,3,0,False,221,False,True,12,3,12,425,274,69
12921,2226,1378800000,1379145600,12,0,False,24,False,True,12,3,12,180,274,69
12938,2229,1386019800,1386365400,0,0,False,0,False,False,13,10,13,201,253,116
12939,2229,1386711000,1387056600,13,0,False,73,True,True,13,10,13,201,253,45
12940,2229,1387402200,1387747800,13,0,False,8,False,False,13,10,13,201,253,100
12973,2232,1391637600,1391983200,13,0,False,40,False,True,13,2,13,201,265,41
12974,2232,1392328800,1392674400,0,0,False,0,False,False,13,2,13,201,265,45
12975,2233,1404900000,1405245600,0,0,False,0,False,False,9,2,9,488,265,18
12976,2233,1405591200,1405936800,2,0,False,95,False,True,9,2,9,488,265,19
12977,2233,1406455200,1406800800,9,0,False,266,False,True,9,2,9,488,265,21
12978,2233,1407405600,1407751200,9,0,False,54,True,True,9,2,9,488,265,65
12979,2233,1408096800,1408442400,9,0,False,244,True,True,9,2,9,488,265,12
12999,2235,1402567200,1402912800,0,0,False,0,False,False,9,5,9,488,1629,19
13000,2235,1403258400,1403604000,5,0,False,100,False,True,9,5,9,488,1629,66
13001,2236,1381289400,1381635000,0,0,False,0,False,False,6,13,6,394,201,93
13002,2236,1382326200,1382671800,0,0,False,0,False,False,6,13,6,394,201,128
13079,2242,1383708600,1384054200,2,0,False,51,True,True,2,10,2,265,253,31
13080,2242,1384401600,1384747200,2,0,False,126,True,True,2,10,2,265,253,81
13123,2245,1387355400,1387701000,0,0,False,0,False,False,11,2,11,207,265,294
13124,2245,1388044800,1388390400,11,0,False,10,False,False,11,2,11,207,265,74
13136,2249,1390793400,1391139000,5,0,False,248,True,True,6,5,6,394,1629,128
13137,2249,1391484600,1391830200,0,0,False,0,False,False,6,5,6,394,1629,93
134353,10895,1760245200,1760590800,3,3,True,93,False,True,3,11,3,9545,9582,26
134359,10895,1760936400,1761282000,11,3,True,8,False,False,3,11,3,9545,9582,25
135041,10972,1762831800,1763177400,6,27,True,47,True,True,6,27,6,9864,6710,379
135046,10972,1763523000,1763868600,6,6,True,217,False,True,6,27,6,9864,6710,128
135450,11052,1760947200,1761292800,12,12,False,73,True,True,12,96,12,6334,8277,69
13611,2262,1418805000,1419150600,11,0,False,220,True,True,11,10,11,314,399,75
13612,2262,1419582600,1419928200,0,0,False,0,False,False,11,10,11,314,399,73
13613,2262,1420187400,1420533000,11,0,False,8,False,False,11,10,11,314,399,52
13627,2265,1413957600,1414303200,3,0,False,221,False,True,3,4,3,274,138,153
13628,2265,1414648800,1414994400,3,0,False,356,False,True,3,4,3,274,138,94
13665,2268,1405485000,1405830600,11,0,False,153,False,True,5,11,5,1629,314,113
13666,2268,1406176200,1395981000,0,0,False,0,False,False,5,11,5,1629,314,14
13667,2269,1402239600,1402585200,13,0,False,186,False,True,10,13,10,399,201,57
13668,2269,1402927200,1403272800,10,0,False,10,False,False,10,13,10,399,201,54
13669,2269,1403791200,1404136800,13,0,False,53,False,True,10,13,10,399,201,55
13676,2270,1409925600,1410271200,10,0,False,10,False,False,10,6,10,399,394,58
13677,2270,1410616800,1410962400,10,0,False,296,False,True,10,6,10,399,394,59
13720,2272,1407571200,1407916800,11,0,False,9,False,False,12,11,12,180,314,69
13734,2275,1415512800,1415858400,3,0,False,248,False,True,3,13,3,274,201,94
13735,2275,1416204000,1416549600,0,0,False,0,False,False,3,13,3,274,201,153
13736,2275,1416981600,1417413600,13,0,False,80,True,True,3,13,3,274,201,140
13743,2284,1432202400,1432548000,9,0,False,124,False,True,9,13,9,488,201,19
13744,2284,1432893600,1433239200,13,0,False,199,False,True,9,13,9,488,201,66
13751,2285,1436349600,1436695200,9,0,False,169,False,True,9,4,9,488,138,62
13752,2285,1437040800,1437386400,4,0,False,405,False,True,9,4,9,488,138,19
13753,2285,1438164000,1438509600,9,0,False,8,False,False,9,4,9,488,138,20
13754,2285,1438855200,1439200800,9,0,False,78,True,True,9,4,9,488,138,18
13755,2285,1440064800,1440410400,4,0,False,46,True,True,9,4,9,488,138,12
13796,2289,1407299400,1407645000,5,0,False,7,False,False,5,3,5,1629,274,113
13797,2289,1407990600,1408336200,5,0,False,105,False,True,5,3,5,1629,274,14
13804,2291,1419544800,1419890400,13,0,False,8,False,False,13,5,13,201,1629,371
13805,2291,1420236000,1420581600,13,0,False,193,False,True,13,5,13,201,1629,45
13840,2278,1418083140,1418428740,4,0,False,48,False,True,4,2,4,138,1413,40
13841,2278,1418774340,1419119940,4,0,False,4,False,False,4,2,4,2250,265,35
13842,2278,1419550200,1419895800,0,0,False,0,False,False,4,2,4,2250,265,87
13843,2278,1420500600,1420846200,0,0,False,0,False,False,4,2,4,2250,1413,34
13987,2304,1414209600,1414555200,6,0,False,3,False,False,6,12,6,394,180,128
13988,2304,1414985400,1415331000,6,0,False,162,False,True,6,12,6,394,180,104
13989,2304,1415763000,1416108600,6,0,False,186,False,True,6,12,6,394,180,93
14199,2320,1428933600,1429279200,0,0,False,0,False,False,10,9,10,399,488,109
14200,2320,1429624800,1429970400,9,0,False,9,False,False,10,9,10,399,488,101
14201,2320,1430488800,1430834400,10,0,False,5,False,False,10,9,10,399,488,55
14585,2328,1433340000,1433685600,4,0,False,9,False,False,10,4,10,399,138,106
14586,2328,1434034800,1434380400,4,0,False,277,False,True,10,4,10,399,138,57
14592,2329,1437449400,1437795000,0,0,False,0,False,False,6,11,6,394,314,93
14593,2329,1438227000,1438572600,0,0,False,0,False,False,6,11,6,394,314,128
14720,2334,1430193600,1430539200,0,0,False,0,False,False,6,3,6,394,274,104
14721,2334,1430884800,1431230400,3,0,False,328,False,True,6,3,6,394,274,128
14765,2280,1433908800,1434254400,0,0,False,0,False,False,6,2,6,394,1413,92
14769,2337,1434515400,1434861000,3,0,False,10,False,False,5,3,5,1629,274,113
14770,2337,1435206600,1435552200,5,0,False,7,False,False,5,3,5,1629,274,71
14771,2337,1435897800,1436243400,3,0,False,7,False,False,5,3,5,1629,274,254
14787,2341,1451116800,1451462400,9,0,False,241,False,True,11,9,11,314,488,74
14788,2341,1451723400,1452069000,0,0,False,0,False,False,11,9,11,314,488,52
14789,2341,1452760200,1453105800,9,0,False,7,False,False,11,9,11,370,488,294
14790,2341,1453451400,1453797000,11,0,False,280,False,True,11,9,11,370,488,75
14864,2348,1446681540,1447027140,4,0,False,208,False,True,4,13,4,2250,201,35
14865,2349,1449703800,1450049400,4,0,False,212,True,True,4,10,4,2250,8313,39
14866,2348,1447381800,1447727400,0,0,False,0,False,False,4,13,4,2250,201,38
14867,2349,1451086200,1451431800,4,0,False,177,False,True,4,10,4,2250,8313,87
14868,2349,1451777400,1452123000,0,0,False,0,False,False,4,10,4,2250,8313,34
14869,2348,1448595000,1448940600,4,0,False,3,False,False,4,13,4,2250,201,40
14874,2351,1439353800,1439699400,5,0,False,63,False,True,5,2,5,1629,1413,113
14875,2351,1440045000,1440390600,2,0,False,278,False,True,5,2,5,1629,1413,71
14876,2351,1440736200,1441081800,2,0,False,117,False,True,5,2,5,1629,1413,14
14903,2356,1444716000,1445061600,0,0,False,0,False,False,3,9,3,274,488,94
14904,2356,1445493600,1445839200,3,0,False,178,False,True,3,9,3,274,488,153
14905,2356,1446357600,1446703200,3,0,False,127,False,True,3,9,3,274,488,140
15069,2359,1446696000,1447041600,2,0,False,108,False,True,2,11,2,1413,314,46
15070,2359,1447473600,1447819200,0,0,False,0,False,False,2,11,2,1413,314,27
15071,2359,1448424000,1448769600,2,0,False,124,False,True,2,11,2,1413,314,29
15072,2359,1449115200,1449460800,2,0,False,337,False,True,2,11,2,1413,314,51
15338,2368,1463652000,1463997600,9,0,False,88,True,True,9,5,9,488,1629,66
15339,2368,1464343200,1464688800,9,0,False,9,False,False,9,5,9,488,1629,60
15340,2368,1465466400,1465812000,0,0,False,0,False,False,9,5,9,488,1629,19
15349,2370,1468490400,1468836000,3,0,False,75,False,True,9,3,9,488,274,19
15350,2370,1469181600,1469527200,9,0,False,330,False,True,9,3,9,488,274,65
15351,2370,1470218400,1470564000,9,0,False,141,False,True,9,3,9,488,274,20
15352,2370,1470909600,1471255200,3,0,False,10,False,False,9,3,9,488,274,12
15361,2372,1449696600,1450042200,13,0,False,122,False,True,13,5,13,201,1629,116
15362,2372,1450387800,1450733400,13,0,False,5,False,False,13,5,13,201,1629,100
15379,2374,1455226200,1455571800,4,0,False,52,True,True,13,4,13,201,2250,45
15380,2374,1455917400,1456263000,4,0,False,7,False,False,13,4,13,201,2250,371
15381,2375,1444797000,1445142600,5,0,False,6,True,True,5,10,5,1629,8313,113
15382,2375,1445488200,1445833800,5,0,False,72,False,True,5,10,5,1629,8313,71
15636,2395,1471593600,1471939200,0,0,False,0,False,False,11,13,11,7825,6326,74
15637,2395,1472284800,1472630400,11,0,False,204,False,True,11,13,11,7825,6326,75
15645,2398,1482739200,1483084800,11,0,False,206,False,True,11,5,11,7825,1629,73
15646,2398,1483345800,1483691400,11,0,False,282,False,True,11,5,11,7825,1629,52
15647,2398,1484208000,1484553600,11,0,False,118,True,True,11,5,11,7825,1629,294
16450,2438,1469507400,1469853000,5,0,False,106,False,True,5,4,5,1629,2250,254
16451,2438,1470285000,1470630600,5,0,False,229,False,True,5,4,5,1629,2250,113
16452,2438,1471062600,1471408200,5,0,False,163,False,True,5,4,5,1629,2250,14
16475,2443,1478140200,1478485800,11,0,False,177,False,True,4,11,4,2250,7825,38
16476,2443,1478907000,1479252600,11,0,False,80,True,True,4,11,4,2250,7825,39
16477,2443,1479958200,1480303800,4,0,False,7,False,False,4,11,4,2250,7825,40
16481,2445,1481770800,1482116400,4,0,False,39,False,True,4,3,4,2250,274,35
16482,2445,1482708600,1483054200,4,0,False,18,True,True,4,3,4,2250,274,87
16483,2445,1483399800,1483745400,4,0,False,220,False,True,4,3,4,2250,274,34
16666,2459,1484172000,1484517600,13,0,False,7,False,False,13,6,13,6326,394,45
16667,2459,1484863200,1485208800,13,0,False,9,False,False,13,6,13,6326,612,371
16668,2460,1479333600,1479679200,13,0,False,8,False,False,13,3,13,6326,274,371
16669,2460,1480024800,1480370400,13,0,False,138,False,True,13,3,13,6326,6633,100
16679,2462,1488924000,1489269600,0,0,False,0,False,False,13,11,13,6326,7825,116
16680,2462,1489615200,1489960800,11,0,False,8,False,False,13,11,13,6326,7825,45
16681,2462,1490392800,1490738400,0,0,False,0,False,False,13,11,13,6326,7825,100
16719,2469,1469109600,1469455200,2,0,False,92,True,True,10,2,10,8313,1413,109
16720,2469,1469890800,1470236400,0,0,False,0,False,False,10,2,10,8313,1413,57
16721,2469,1470751200,1471096800,2,0,False,237,False,True,10,2,10,8313,1413,59
16722,2469,1471528800,1471874400,0,0,False,0,False,False,10,2,10,8313,1413,54
16793,2473,1469691000,1470036600,13,0,False,117,True,True,12,13,12,278,6326,70
16794,2473,1470468600,1470814200,13,0,False,254,False,True,12,13,12,278,6326,70
16820,2481,1476936000,1477281600,9,0,False,22,False,True,6,9,6,394,488,93
16821,2481,1477627200,1477972800,6,0,False,108,False,True,6,9,6,394,488,128
16822,2482,1474516800,1474862400,2,0,False,197,False,True,2,13,2,1413,6326,32
16823,2482,1475208000,1475553600,2,0,False,178,False,True,2,13,2,1413,521,31
16824,2482,1475899200,1476244800,2,0,False,321,False,True,2,13,2,1413,6326,152
16851,2485,1499335200,1499680800,9,0,False,211,False,True,9,11,9,8019,2239,19
16852,2486,1502974800,1503320400,9,0,False,209,True,True,9,10,9,8019,8313,20
16853,2486,1503655200,1504000800,10,0,False,5,False,False,9,10,9,8019,8313,66
16854,2486,1504778400,1505124000,9,0,False,9,False,False,9,10,9,8019,8313,19
16868,2489,1478664000,1479009600,0,0,False,0,False,False,2,9,2,1413,488,290
16869,2489,1479355200,1479700800,2,0,False,246,False,True,2,9,2,1413,488,154
16870,2489,1480132800,1480478400,2,0,False,8,False,False,2,9,2,1413,488,46
16871,2489,1481169600,1481515200,2,0,False,36,True,True,2,9,2,1413,488,81
16872,2489,1481860800,1482206400,2,0,False,75,True,True,2,9,2,1413,488,11
16947,2496,1486612800,1486958400,2,0,False,208,False,True,2,6,2,1413,394,80
17008,2503,1476358200,1476703800,3,0,False,56,False,True,3,10,3,274,8313,153
17009,2503,1477029600,1477375200,3,0,False,133,False,True,3,10,3,274,8313,94
17010,2503,1477807200,1478152800,10,0,False,5,False,False,3,10,3,274,8313,140
17377,2519,1477728000,1478073600,5,0,False,225,False,True,12,5,12,278,277,69
17378,2519,1478419200,1478764800,5,0,False,257,False,True,12,5,12,278,277,69
17399,2524,1487822400,1488168000,4,0,False,333,False,True,2,4,2,1413,2250,287
17400,2524,1488600000,1488945600,2,0,False,75,False,True,2,4,2,1413,2250,27
17401,2524,1489636800,1489982400,0,0,False,0,False,False,2,4,2,1413,2250,291
17402,2524,1490414400,1490760000,2,0,False,8,False,False,2,4,2,1447,2250,155
17688,2538,1511395200,1511740800,4,0,False,10,False,False,4,9,4,2250,8019,35
17689,2538,1512185400,1512531000,4,0,False,120,False,True,4,9,4,2250,8019,40
17690,2538,1513218600,1513564200,4,0,False,41,True,True,4,9,4,2250,8019,38
17691,2538,1514244600,1514590200,0,0,False,0,False,False,4,9,4,2250,8019,87
17692,2538,1515022200,1515367800,4,0,False,123,True,True,4,9,4,2250,8019,34
17835,2546,1506585600,1506931200,11,0,False,333,False,True,11,6,11,7825,394,102
17836,2546,1507276800,1507622400,11,0,False,254,True,True,11,6,11,7825,394,72
17859,2549,1519891200,1520236800,4,0,False,118,False,True,11,4,11,7825,2250,74
17860,2549,1520582400,1520928000,11,0,False,6,False,False,11,4,11,7825,2250,73
17861,2549,1521707400,1522053000,11,0,False,322,False,True,11,4,11,7825,2250,52
17862,2549,1522396800,1522742400,11,0,False,492,False,True,11,4,11,7825,1994,294
17874,2552,1492786800,1493132400,3,0,False,7,False,False,10,3,10,8313,274,57
18182,2569,1488861000,1489206600,5,0,False,259,False,True,5,6,5,277,394,113
18183,2569,1489552200,1489897800,6,0,False,4,False,False,5,6,5,277,394,71
18201,2552,1493560800,1493906400,10,0,False,106,False,True,10,3,10,8313,274,55
18202,2552,1494424800,1494770400,3,0,False,101,False,True,10,3,10,8313,274,106
18297,2485,1500026400,1500372000,11,0,False,340,False,True,9,11,9,8019,7825,18
18298,2485,1501149600,1501495200,9,0,False,239,False,True,9,11,9,8019,7825,12
18317,2485,1501840800,1502186400,9,0,False,177,False,True,9,11,9,8019,7825,65
18375,2589,1503806400,1504152000,6,0,False,20,False,True,6,4,6,394,2250,128
18376,2589,1504497600,1504843200,4,0,False,7,False,False,6,4,6,394,2250,93
18382,2590,1500006600,1500352200,5,0,False,4,False,False,5,12,5,6245,278,15
18459,2597,1501043400,1501389000,2,0,False,304,False,True,5,2,5,277,1413,113
18460,2597,1501734600,1502080200,2,0,False,53,True,True,5,2,5,6245,1413,14
18461,2597,1502512200,1502857800,2,0,False,171,True,True,5,2,5,6245,1413,254
18595,2602,1512079200,1512424800,13,0,False,67,True,True,13,10,13,6326,8313,45
18596,2602,1512770400,1513116000,13,0,False,240,False,True,13,10,13,6326,1984,100
18620,2604,1521680400,1522026000,13,0,False,49,True,True,13,9,13,6326,8019,41
