game,series,start,end,winner,tosswinner,descisiontobat,margin,isinnningswin,iswinbyruns,team1,team2,hometeam,team1captain,team2captain,venue
6988,1334,714009600,714441600,4,0,False,16,False,True,5,4,5,3517,4672,14
6989,1334,714960000,715392000,0,0,False,0,False,False,5,4,5,3517,4672,15
6990,1334,715910400,716342400,0,0,False,0,False,False,5,4,5,3517,4672,253
6991,1335,719366400,719712000,0,0,False,0,False,False,12,2,12,3392,3864,69
6992,1336,720576000,720921600,0,0,False,0,False,False,12,13,12,3392,4031,261
6993,1336,721094400,721526400,13,0,False,177,False,True,12,13,12,3392,4031,69
6994,1337,722822400,723254400,0,0,False,0,False,False,5,13,5,3517,4031,253
6995,1337,723600000,723859200,5,0,False,9,False,False,5,13,5,3517,4031,14
6996,1338,725932800,726192000,3,0,False,33,False,True,13,3,13,4041,3664,100
6997,1339,721612800,721958400,0,0,False,0,False,False,11,2,11,4590,3864,74
6998,1339,722736000,723081600,0,0,False,0,False,False,11,2,11,4590,3864,88
6999,1339,725328000,725587200,11,0,False,9,False,False,11,2,11,4590,3864,73
7000,1339,725932800,726278400,0,0,False,0,False,False,11,2,11,4590,3864,52
7001,1340,722822400,723168000,0,0,False,0,False,False,4,10,4,4672,4190,35
7002,1340,725328000,725673600,4,0,False,139,False,True,4,10,4,4672,4190,87
7003,1340,725932800,726278400,0,0,False,0,False,False,4,10,4,4672,4190,34
7004,1340,727747200,728006400,10,0,False,1,False,True,4,10,4,4672,4190,40
7005,1340,728352000,728524800,10,0,False,25,True,True,4,10,4,4672,4190,38
7006,1341,728265600,728611200,2,0,False,8,False,False,2,9,2,3864,5308,31
7007,1341,729388800,729734400,2,0,False,22,True,True,2,9,2,3864,5390,11
7008,1341,730080000,730425600,2,0,False,15,True,True,2,9,2,3864,5308,81
7009,1342,730598400,730857600,4,0,False,60,True,True,13,4,13,4031,4672,43
7010,1342,731203200,731548800,0,0,False,0,False,False,13,4,13,4031,4672,45
7011,1342,731894400,732240000,13,0,False,5,False,False,13,4,13,4031,4672,41
7012,1343,731980800,732326400,2,0,False,13,True,True,2,12,2,3864,3392,51
7013,1344,731980800,732412800,5,0,False,5,False,False,5,9,5,3517,5390,14
7014,1345,734918400,735091200,10,0,False,204,False,True,10,3,10,4190,3688,54
7015,1345,735523200,735868800,10,0,False,10,False,False,10,3,10,4190,3688,55
7016,1345,736214400,736646400,0,0,False,0,False,False,10,3,10,4190,3688,56
7017,1346,742867200,743299200,0,0,False,0,False,False,5,2,5,3517,3864,68
7018,1346,743731200,744163200,2,0,False,235,False,True,5,2,5,3517,3864,14
7019,1346,744422400,744854400,0,0,False,0,False,False,5,2,5,3517,3864,71
7020,1347,739065600,739411200,4,0,False,179,False,True,9,4,9,5308,4672,65
7021,1347,740275200,740620800,4,0,False,62,True,True,9,4,9,5308,4672,19
7022,1347,741484800,741916800,0,0,False,0,False,False,9,4,9,5308,4672,18
7023,1347,743299200,743644800,4,0,False,148,True,True,9,4,9,5308,4672,66
7024,1347,744508800,744854400,4,0,False,8,False,False,9,4,9,5385,4672,20
7025,1347,745718400,746064000,9,0,False,161,False,True,9,4,9,5385,4672,12
7026,1348,746236800,746668800,0,0,False,0,False,False,5,11,5,3517,4590,253
7027,1348,747273600,747619200,11,0,False,208,True,True,5,11,5,3517,4590,14
7028,1348,747964800,748396800,0,0,False,0,False,False,5,11,5,3517,4590,71
7029,1349,753062400,753408000,0,0,False,0,False,False,4,13,4,4672,4031,38
7030,1349,754272000,754531200,4,0,False,222,True,True,4,13,4,4672,4041,39
70305,6290,1702520400,1702866000,4,4,True,360,False,True,4,3,4,8095,9545,512
7031,1349,754876800,755222400,4,0,False,96,True,True,4,13,4,4672,4041,35
70312,6290,1703547000,1703892600,4,3,False,79,False,True,4,3,4,8095,9545,87
70319,6290,1704238200,1704583800,4,3,True,8,False,False,4,3,4,8095,9545,34
7032,1350,755308800,755740800,0,0,False,0,False,False,5,10,5,3517,4190,253
70326,6297,1705447800,1705793400,4,4,False,10,False,False,4,10,4,8095,1984,40
7033,1351,754704000,755136000,3,0,False,131,False,True,3,12,3,3706,3406,244
70333,6297,1706155200,1706500800,10,10,True,8,False,True,4,10,4,8095,1984,35
7034,1351,755395200,755827200,3,0,False,52,False,True,3,12,3,3688,3406,25
7035,1351,756000000,756432000,0,0,False,0,False,False,3,12,3,3688,3406,26
7036,1352,756864000,757209600,0,0,False,0,False,False,4,11,4,4672,4590,87
7037,1352,757468800,757814400,11,0,False,5,False,True,4,11,4,4672,4590,34
7038,1352,759715200,760060800,4,0,False,191,False,True,4,11,4,4672,4581,40
7039,1353,758851200,759196800,2,0,False,119,True,True,2,5,2,3864,3517,235
7040,1353,759542400,759888000,2,0,False,95,True,True,2,5,2,3864,3517,27
7041,1353,760665600,761011200,2,0,False,17,True,True,2,5,2,3864,3517,50
7042,1354,760838400,761011200,3,0,False,5,False,False,13,3,13,4041,3673,41
7043,1354,761443200,761702400,3,0,False,12,True,True,13,3,13,4041,3673,45
7044,1354,762048000,762393600,13,0,False,5,False,False,13,3,13,4041,3673,43
7045,1355,764035200,764380800,0,0,False,0,False,False,13,2,13,4041,3864,100
7046,1356,762739200,763084800,11,0,False,197,False,True,11,4,11,4590,4672,88
7047,1356,763862400,764208000,4,0,False,9,False,False,11,4,11,4590,4672,52
7048,1356,764553600,764899200,0,0,False,0,False,False,11,4,11,4590,4672,74
7049,1357,761616000,762048000,10,0,False,8,False,False,10,9,10,4190,5385,57
7050,1357,763862400,764294400,10,0,False,44,True,True,10,9,10,4190,5385,53
7051,1357,764553600,764985600,10,0,False,147,False,True,10,9,10,4190,5385,54
7052,1357,765763200,766195200,9,0,False,208,False,True,10,9,10,4190,5385,55
7053,1357,766454400,766886400,0,0,False,0,False,False,10,9,10,4194,5385,56
70996,6351,1686715200,1687060800,6,96,False,546,False,True,6,96,6,8540,8277,128
72819,6582,1689170400,1689516000,2,10,True,141,True,True,10,2,10,1984,576,106
72826,6582,1689861600,1690207200,0,10,False,0,False,False,10,2,10,1984,576,54
7350,1287,518313600,518745600,2,0,False,5,False,False,9,2,9,5326,3838,19
7351,1287,519523200,519868800,2,0,False,279,False,True,9,2,9,5324,3838,66
7352,1287,520732800,521164800,0,0,False,0,False,False,9,2,9,5324,3838,20
7353,1288,522547200,522979200,0,0,False,0,False,False,9,13,9,5324,4022,19
7354,1288,523756800,524188800,13,0,False,8,False,False,9,13,9,5324,4022,18
7355,1288,524966400,525398400,0,0,False,0,False,False,9,13,9,5324,4022,12
7356,1289,527385600,527731200,0,0,False,0,False,False,2,4,2,3838,4672,11
7357,1289,528076800,528422400,0,0,False,0,False,False,2,4,2,3838,4672,51
7358,1289,529718400,530064000,0,0,False,0,False,False,2,4,2,3838,4672,81
7359,1290,530496000,530928000,3,0,False,186,False,True,3,10,3,3647,4163,30
7360,1290,531705600,531878400,10,0,False,10,True,True,3,10,3,3647,4163,26
7361,1290,532828800,533260800,0,0,False,0,False,False,3,10,3,3647,4163,24
7362,1291,535161600,535593600,0,0,False,0,False,False,2,5,2,3838,3499,32
7363,1291,536025600,536371200,2,0,False,106,True,True,2,5,2,3838,3499,29
73635,6652,1689481800,1689827400,3,5,True,4,False,False,5,3,5,7952,8359,113
73638,6652,1690173000,1690518600,3,5,True,222,True,True,5,3,5,7952,8359,14
7364,1291,536716800,536976000,2,0,False,67,True,True,2,5,2,3838,3499,103
7365,1292,532310400,532742400,9,0,False,7,False,False,4,9,4,4672,5324,35
7366,1292,533520000,533952000,0,0,False,0,False,False,4,9,4,4672,5324,38
7367,1292,534729600,535075200,0,0,False,0,False,False,4,9,4,4672,5324,40
7368,1292,535939200,536112000,9,0,False,14,True,True,4,9,4,4672,5324,87
7369,1292,537235200,537667200,4,0,False,55,False,True,4,9,4,4672,5324,34
7370,1293,540777600,541123200,0,0,False,0,False,False,13,10,13,4022,4163,45
7371,1293,541382400,541728000,10,0,False,10,False,False,13,10,13,4022,4163,41
7372,1293,542505600,542764800,13,0,False,5,False,False,13,10,13,4022,4163,43
7373,1294,539308800,539740800,0,0,False,0,False,False,2,3,2,3838,3647,11
7374,1294,540000000,540432000,0,0,False,0,False,False,2,3,2,3838,3647,31
7375,1294,540864000,541296000,0,0,False,0,False,False,2,3,2,3838,3647,76
7376,1294,541814400,542246400,0,0,False,0,False,False,2,3,2,3838,3647,50
7377,1294,542592000,542937600,3,0,False,16,False,True,2,3,2,3838,3647,27
7378,1295,545529600,545961600,0,0,False,0,False,False,5,13,5,3499,4033,256
7381,1296,549763200,550195200,0,0,False,0,False,False,9,3,9,5324,3647,65
7382,1296,550972800,551404800,0,0,False,0,False,False,9,3,9,5324,3647,19
7383,1296,552182400,552528000,3,0,False,18,True,True,9,3,9,5324,3647,66
7384,1296,553996800,554428800,0,0,False,0,False,False,9,3,9,5324,3647,20
7385,1296,555206400,555638400,0,0,False,0,False,False,9,3,9,5324,3647,12
7386,1297,564796800,565056000,3,0,False,87,True,True,3,9,3,3664,5324,26
73869,6694,1701142200,1701487800,6,6,True,150,False,True,6,13,6,9864,1057,379
7387,1297,565833600,566265600,0,0,False,0,False,False,3,9,3,3664,5324,30
73876,6694,1701833400,1702179000,13,6,True,4,False,False,6,13,6,9864,1057,128
7388,1297,566611200,567043200,0,0,False,0,False,False,3,9,3,3664,5324,24
7389,1298,565574400,565833600,4,0,False,9,False,False,4,13,4,4672,4033,35
7390,1298,566179200,566524800,0,0,False,0,False,False,4,13,4,4672,4033,40
7391,1298,567475200,567820800,0,0,False,0,False,False,4,13,4,4672,4033,87
7392,1299,564796800,565142400,10,0,False,5,False,False,2,10,2,3832,4163,51
7393,1299,566179200,566611200,0,0,False,0,False,False,2,10,2,3832,4163,81
7394,1299,567475200,567907200,0,0,False,0,False,False,2,10,2,3832,4163,31
7395,1299,568857600,569203200,2,0,False,255,False,True,2,10,2,3849,4163,11
7396,1300,570412800,570758400,0,0,False,0,False,False,4,9,4,4672,5324,34
7397,1301,571622400,571881600,4,0,False,108,True,True,4,5,4,4672,3513,38
7398,1302,571622400,572054400,0,0,False,0,False,False,13,9,13,4033,5324,43
7399,1302,573350400,573696000,0,0,False,0,False,False,13,9,13,4019,5324,45
7400,1303,575942400,576288000,3,0,False,9,False,False,10,3,10,4165,3647,53
7401,1303,576979200,577411200,0,0,False,0,False,False,10,3,10,4163,3647,54
7402,1303,577670400,578102400,10,0,False,2,False,False,10,3,10,4163,3647,55
7403,1304,581212800,581644800,0,0,False,0,False,False,9,10,9,5324,4163,18
7404,1304,582422400,582854400,10,0,False,134,False,True,9,10,9,5327,4163,19
7405,1304,583632000,584064000,10,0,False,156,True,True,9,10,9,5327,4163,65
7406,1304,585446400,585878400,10,0,False,10,False,False,9,10,9,5357,4163,66
7407,1304,586656000,587001600,10,0,False,8,False,False,9,10,9,5308,4163,12
7408,1305,588470400,588902400,9,0,False,7,False,False,9,5,9,5308,3513,19
7409,1306,590284800,590716800,3,0,False,188,True,True,3,4,3,3664,4672,24
7410,1306,590976000,591408000,0,0,False,0,False,False,3,4,3,3664,4672,30
7411,1306,592185600,592531200,0,0,False,0,False,False,3,4,3,3664,4672,26
7412,1307,595296000,595728000,2,0,False,172,False,True,2,13,2,3832,4019,27
7413,1307,596332800,596764800,13,0,False,136,False,True,2,13,2,3832,4019,81
7414,1307,597024000,597369600,2,0,False,10,False,False,2,13,2,3832,4019,130
7415,1308,595814400,596073600,10,0,False,9,False,False,4,10,4,4672,4163,35
7416,1308,597024000,597369600,10,0,False,169,False,True,4,10,4,4672,4163,38
7417,1308,598924800,599356800,10,0,False,285,False,True,4,10,4,4672,4163,87
7418,1308,601776000,602121600,4,0,False,7,False,False,4,10,4,4672,4163,34
7419,1308,602467200,602812800,0,0,False,0,False,False,4,10,4,4672,4163,40
7420,1309,602467200,602812800,0,0,False,0,False,False,13,3,13,4019,3647,210
7421,1309,603072000,603417600,0,0,False,0,False,False,13,3,13,4019,3647,45
7422,1309,604281600,604627200,0,0,False,0,False,False,13,3,13,4019,3647,41
7423,1310,606787200,607219200,0,0,False,0,False,False,10,2,10,4163,3832,53
7424,1310,607910400,608342400,10,0,False,8,False,False,10,2,10,4163,3832,55
7425,1310,608601600,609033600,10,0,False,217,False,True,10,2,10,4163,3832,54
7426,1310,609724800,610156800,10,0,False,7,False,False,10,2,10,4163,3832,57
7427,1311,613267200,613699200,4,0,False,210,False,True,9,4,9,5326,4672,66
7428,1311,614476800,614908800,4,0,False,6,False,False,9,4,9,5326,4672,19
7429,1311,615686400,616118400,0,0,False,0,False,False,9,4,9,5326,4672,20
7430,1311,617500800,617932800,4,0,False,9,False,False,9,4,9,5326,4672,65
7431,1311,618710400,619056000,4,0,False,180,True,True,9,4,9,5326,4672,18
7432,1311,619920000,620352000,0,0,False,0,False,False,9,4,9,5326,4672,12
7433,1312,627868800,628214400,0,0,False,0,False,False,4,13,4,4672,4019,38
7434,1313,627091200,627523200,0,0,False,0,False,False,3,2,3,3647,3850,24
7435,1313,627782400,628214400,0,0,False,0,False,False,3,2,3,3647,3850,30
7436,1313,628473600,628905600,0,0,False,0,False,False,3,2,3,3647,3850,26
7437,1313,629164800,629596800,0,0,False,0,False,False,3,2,3,3647,3850,247
7438,1314,629078400,629424000,0,0,False,0,False,False,4,5,4,4672,3517,35
7439,1314,629769600,630115200,4,0,False,173,False,True,4,5,4,4672,3517,39
7440,1315,632102400,632448000,4,0,False,92,False,True,4,3,4,4672,3647,87
7441,1315,632707200,633052800,0,0,False,0,False,False,4,3,4,4672,3647,40
7442,1315,634003200,634435200,0,0,False,0,False,False,4,3,4,4672,3647,34
7443,1316,633916800,634176000,13,0,False,10,False,False,13,2,13,4019,3864,43
7444,1316,634521600,634867200,0,0,False,0,False,False,13,2,13,4019,3864,44
7445,1316,635644800,635990400,0,0,False,0,False,False,13,2,13,4019,3864,41
7446,1317,637459200,637804800,13,0,False,9,False,False,13,4,13,4019,4672,45
7447,1318,635817600,636249600,9,0,False,9,False,False,10,9,10,4163,5308,57
7448,1318,637027200,637459200,0,0,False,0,False,False,10,9,10,4163,5308,53
7449,1318,638150400,638582400,0,0,False,0,False,False,10,9,10,4174,5308,54
7450,1318,639273600,639705600,10,0,False,164,False,True,10,9,10,4163,5341,55
7451,1318,639878400,640224000,10,0,False,32,True,True,10,9,10,4163,5341,56
7452,1319,644716800,645148800,0,0,False,0,False,False,9,13,9,5308,4019,18
7453,1319,645926400,646358400,0,0,False,0,False,False,9,13,9,5308,4019,19
7454,1319,647136000,647568000,9,0,False,114,False,True,9,13,9,5308,4019,20
7455,1320,648950400,649382400,9,0,False,247,False,True,9,2,9,5308,3864,19
7456,1320,650160000,650592000,0,0,False,0,False,False,9,2,9,5308,3864,65
7457,1320,651369600,651801600,0,0,False,0,False,False,9,2,9,5308,3864,12
7458,1321,655516800,655948800,3,0,False,43,True,True,3,13,3,3664,4031,24
7459,1321,656208000,656640000,3,0,False,9,False,False,3,13,3,3664,4031,26
7460,1321,656899200,657331200,3,0,False,65,False,True,3,13,3,3664,4031,30
7461,1322,659318400,659664000,2,0,False,8,True,True,2,5,2,3864,3517,120
7462,1323,658627200,659059200,3,0,False,8,False,False,3,10,3,3647,4174,24
7463,1323,659318400,659491200,10,0,False,7,False,False,3,10,3,3647,4174,30
7464,1323,660441600,660873600,0,0,False,0,False,False,3,10,3,3647,4174,26
7465,1324,659318400,659491200,4,0,False,10,False,False,4,9,4,4672,5341,35
7466,1324,662169600,662515200,4,0,False,8,False,False,4,9,4,4672,5308,87
7467,1324,662947200,663292800,0,0,False,0,False,False,4,9,4,4672,5308,34
7468,1324,664761600,665107200,0,0,False,0,False,False,4,9,4,4672,5308,40
7469,1324,665366400,665712000,4,0,False,9,False,False,4,9,4,4672,5308,38
7470,1325,665280000,665625600,0,0,False,0,False,False,13,5,13,4031,3517,45
7471,1325,667180800,667526400,0,0,False,0,False,False,13,5,13,4031,3517,100
7472,1325,667785600,668131200,0,0,False,0,False,False,13,5,13,4029,3517,41
7473,1326,667785600,668217600,0,0,False,0,False,False,10,4,10,4163,4672,57
7474,1326,669686400,670118400,10,0,False,10,False,False,10,4,10,4163,4672,53
7475,1326,670809600,671241600,0,0,False,0,False,False,10,4,10,4163,4672,54
7476,1326,672019200,672451200,10,0,False,343,False,True,10,4,10,4163,4672,55
7477,1326,672710400,673056000,4,0,False,157,False,True,10,4,10,4163,4672,56
76486,6780,1720605600,1720951200,9,9,False,114,True,True,9,10,9,6557,1984,19
76493,6780,1721296800,1721642400,9,10,False,241,False,True,9,10,9,6557,1984,18
76500,6780,1721988000,1722333600,9,10,True,10,False,False,9,10,9,6557,1984,20
76507,6787,1724234400,1724580000,9,5,True,5,False,False,9,5,9,11691,7872,65
76514,6787,1724925600,1725271200,9,5,False,190,False,True,9,5,9,11691,7872,19
76521,6787,1725616800,1725962400,5,5,False,8,False,False,9,5,9,11691,7872,12
7748,1247,361670400,361929600,4,0,False,4,False,False,9,4,9,5321,4660,18
7749,1247,362880000,363312000,0,0,False,0,False,False,9,4,9,5321,4660,19
7750,1247,364089600,364521600,9,0,False,18,False,True,9,4,9,5312,4660,66
7751,1247,365299200,365558400,9,0,False,29,False,True,9,4,9,5312,4660,20
7752,1247,366508800,366854400,9,0,False,103,False,True,9,4,9,5312,4660,65
7753,1247,367718400,368150400,0,0,False,0,False,False,9,4,9,5312,4660,12
7754,1248,374457600,374803200,4,0,False,286,False,True,4,3,4,4624,3664,38
7755,1248,375667200,376012800,4,0,False,10,False,False,4,3,4,4624,3664,35
7756,1248,376876800,377222400,3,0,False,82,True,True,4,3,4,4624,3664,87
7757,1249,378172800,378518400,4,0,False,58,False,True,4,10,4,4624,4158,87
7758,1249,378777600,379123200,0,0,False,0,False,False,4,10,4,4624,4158,34
7759,1249,381196800,381542400,10,0,False,5,False,False,4,10,4,4624,4158,40
7760,1250,375667200,376012800,2,0,False,138,False,True,2,9,2,3817,5286,81
7761,1250,376704000,377136000,0,0,False,0,False,False,2,9,2,3817,5286,27
7762,1250,377913600,378345600,0,0,False,0,False,False,2,9,2,3817,5286,51
7763,1250,378691200,379123200,0,0,False,0,False,False,2,9,2,3817,5286,31
7764,1250,379728000,380160000,0,0,False,0,False,False,2,9,2,3817,5286,11
7765,1250,381196800,381628800,0,0,False,0,False,False,2,9,2,3817,5286,32
7766,1251,382752000,383097600,9,0,False,7,False,False,5,9,5,3505,5286,71
7767,1252,383529600,383875200,0,0,False,0,False,False,13,4,13,4010,4624,45
7768,1252,384739200,385084800,13,0,False,5,False,False,13,4,13,4010,4624,41
7769,1252,385344000,385603200,4,0,False,8,False,False,13,4,13,4010,4624,43
7770,1253,384134400,384566400,3,0,False,204,False,True,3,5,3,3664,3505,24
7771,1253,384912000,385344000,0,0,False,0,False,False,3,5,3,3664,3499,30
7772,1253,385603200,386035200,3,0,False,102,True,True,3,5,3,3664,3505,26
7773,1254,392515200,392947200,9,0,False,7,False,False,9,2,9,5295,3817,19
7774,1254,393724800,394070400,0,0,False,0,False,False,9,2,9,5295,3817,65
7775,1254,394934400,395366400,0,0,False,0,False,False,9,2,9,5295,3817,12
7776,1255,396748800,397008000,9,0,False,113,False,True,9,3,9,5295,3647,20
7777,1255,397958400,398304000,3,0,False,10,False,False,9,3,9,5326,3647,19
7778,1255,399168000,399600000,9,0,False,3,False,False,9,3,9,5295,3647,66
7779,1256,401068800,401500800,0,0,False,0,False,False,2,5,2,3817,3505,11
7780,1257,401500800,401932800,3,0,False,9,False,False,3,4,3,3647,4660,24
7781,1257,402192000,402624000,3,0,False,3,True,True,3,4,3,3647,4660,30
7782,1257,403401600,403833600,3,0,False,9,False,False,3,4,3,3647,4660,26
7783,1258,405907200,406339200,0,0,False,0,False,False,4,9,4,4624,5295,38
7784,1258,407116800,407548800,4,0,False,7,False,False,4,9,4,4624,5295,35
7785,1258,408326400,408758400,4,0,False,8,False,False,4,9,4,4624,5295,40
7786,1258,409708800,410054400,9,0,False,3,False,True,4,9,4,4624,5295,87
7787,1258,410313600,410745600,0,0,False,0,False,False,4,9,4,4624,5295,34
7788,1259,408326400,408758400,0,0,False,0,False,False,3,2,3,3647,3817,26
7789,1259,409449600,409795200,3,0,False,86,True,True,3,2,3,3647,3817,24
77894,6857,1703577600,1703923200,11,11,False,32,True,True,11,2,11,8583,576,75
77898,6857,1704268800,1704614400,2,11,True,7,False,False,11,2,11,2239,576,52
7790,1259,410400000,410832000,3,0,False,10,False,False,3,2,3,3647,3817,30
7791,1259,411350400,411782400,3,0,False,119,True,True,3,2,3,3647,3817,126
7792,1259,412128000,412560000,0,0,False,0,False,False,3,2,3,3647,3817,26
7793,1259,412732800,413164800,0,0,False,0,False,False,3,2,3,3647,3817,24
7794,1260,415584000,415756800,13,0,False,25,True,True,13,5,13,4010,3495,43
7795,1260,416188800,416534400,13,0,False,6,False,False,13,5,13,4010,3495,45
7796,1261,419817600,420163200,4,0,False,38,True,True,5,4,5,3499,4624,68
7797,1262,414806400,415238400,10,0,False,4,False,False,10,2,10,4158,3838,57
7798,1262,416188800,416620800,0,0,False,0,False,False,10,2,10,4158,3838,54
7799,1262,417916800,418348800,0,0,False,0,False,False,10,2,10,4158,3838,53
7800,1262,419212800,419644800,10,0,False,10,False,False,10,2,10,4158,3838,55
7801,1262,420336000,420768000,0,0,False,0,False,False,10,2,10,4158,3838,56
7802,1263,426988800,427334400,9,0,False,189,False,True,9,13,9,5295,4010,12
7803,1263,428198400,428544000,13,0,False,5,False,False,9,13,9,5295,4010,66
7804,1263,429408000,429753600,9,0,False,127,False,True,9,13,9,5295,4010,19
7805,1263,430617600,430963200,9,0,False,165,False,True,9,13,9,5295,4010,18
7806,1264,432345600,432777600,0,0,False,0,False,False,2,3,2,3838,3648,27
7807,1264,433209600,433641600,0,0,False,0,False,False,2,3,2,3838,3648,239
78075,6892,1706997600,1707343200,13,11,False,281,False,True,13,11,13,1057,14308,393
7808,1264,434160000,434592000,0,0,False,0,False,False,2,3,2,3838,3648,29
78082,6892,1707775200,1708120800,13,11,True,7,False,False,13,11,13,1057,14308,100
7809,1265,435542400,435888000,10,0,False,83,True,True,2,10,2,3838,4158,32
7810,1265,436233600,436665600,0,0,False,0,False,False,2,10,2,3838,4158,51
7811,1265,437443200,437788800,10,0,False,138,False,True,2,10,2,3838,4158,50
78110,6899,1709157600,1709503200,4,13,False,172,False,True,13,4,13,1057,8095,45
78117,6899,1709848800,1710194400,4,4,False,3,False,False,13,4,13,1057,8095,371
7812,1265,438480000,438912000,0,0,False,0,False,False,2,10,2,3838,4158,81
7813,1265,439862400,440208000,10,0,False,46,True,True,2,10,2,3838,4158,31
7814,1265,441072000,441504000,0,0,False,0,False,False,2,10,2,3838,4158,11
7815,1266,437356800,437616000,4,0,False,9,True,True,4,3,4,4660,3648,38
7816,1266,438566400,438912000,0,0,False,0,False,False,4,3,4,4660,3648,35
7817,1266,439776000,440121600,0,0,False,0,False,False,4,3,4,4660,3648,40
7818,1266,441244800,441590400,0,0,False,0,False,False,4,3,4,4660,3647,87
7819,1266,441849600,442195200,4,0,False,10,False,False,4,3,4,4660,3647,34
7820,1267,443404800,443750400,0,0,False,0,False,False,13,9,13,4010,5295,45
7821,1267,444614400,444787200,13,0,False,132,True,True,13,9,13,4010,5295,43
7822,1267,445219200,445651200,0,0,False,0,False,False,13,9,13,4010,5295,41
7823,1268,447033600,447379200,3,0,False,3,False,False,3,9,3,3648,5295,24
7824,1268,447897600,448329600,0,0,False,0,False,False,3,9,3,3648,5326,30
7825,1268,448502400,448934400,0,0,False,0,False,False,3,9,3,3648,5326,26
7826,1269,447638400,448070400,13,0,False,165,False,True,5,13,5,3499,4010,68
7827,1269,448243200,448675200,0,0,False,0,False,False,5,13,5,3499,4010,14
7828,1269,448934400,449366400,13,0,False,61,True,True,5,13,5,3499,4010,256
7829,1270,447033600,447465600,0,0,False,0,False,False,10,4,10,4158,4660,53
7830,1270,448243200,448675200,0,0,False,0,False,False,10,4,10,4163,4660,54
7831,1270,449452800,449884800,10,0,False,10,False,False,10,4,10,4158,4660,55
7832,1270,450144000,450489600,10,0,False,36,True,True,10,4,10,4158,4660,56
7833,1270,451958400,452304000,10,0,False,10,False,False,10,4,10,4158,4660,57
7834,1271,456019200,456364800,10,0,False,180,True,True,9,10,9,5326,4158,20
7835,1271,457228800,457660800,10,0,False,9,False,False,9,10,9,5326,4158,19
7836,1271,458438400,458784000,10,0,False,8,False,False,9,10,9,5326,4158,66
7837,1271,459648000,460080000,10,0,False,64,True,True,9,10,9,5326,4158,65
7838,1271,460857600,461289600,10,0,False,172,False,True,9,10,9,5326,4158,12
7839,1272,462067200,462499200,0,0,False,0,False,False,9,5,9,5326,3499,19
7840,1273,466819200,467251200,0,0,False,0,False,False,3,2,3,3648,3817,26
7841,1273,467424000,467856000,0,0,False,0,False,False,3,2,3,3648,3817,30
7843,1274,469411200,469756800,3,0,False,6,False,False,3,13,3,3648,4022,26
7844,1274,470188800,470534400,3,0,False,7,False,False,3,13,3,3648,4022,126
7845,1274,471484800,471916800,0,0,False,0,False,False,3,13,3,3648,4022,24
7846,1275,468806400,469065600,10,0,False,112,True,True,4,10,4,4660,4158,38
7847,1275,470016000,470275200,10,0,False,8,False,False,4,10,4,4660,4158,35
7848,1275,471225600,471571200,10,0,False,191,False,True,4,10,4,4672,4158,40
7849,1275,472521600,472953600,0,0,False,0,False,False,4,10,4,4672,4158,87
7850,1275,473212800,473472000,4,0,False,55,True,True,4,10,4,4672,4158,34
7851,1276,470448000,470880000,2,0,False,8,False,False,2,9,2,3817,5326,81
7852,1276,471657600,472089600,9,0,False,8,False,False,2,9,2,3817,5326,51
7853,1276,473299200,473731200,0,0,False,0,False,False,2,9,2,3817,5326,31
7854,1276,474422400,474854400,9,0,False,9,False,False,2,9,2,3817,5326,11
7855,1276,475977600,476409600,0,0,False,0,False,False,2,9,2,3817,5326,32
7856,1277,474854400,475200000,0,0,False,0,False,False,13,3,13,4010,3664,45
7857,1277,475459200,475718400,13,0,False,99,True,True,13,3,13,4010,3664,41
7858,1277,476755200,477187200,13,0,False,2,False,False,13,3,13,4010,3664,210
7859,1278,480902400,481334400,0,0,False,0,False,False,10,13,10,4163,4010,54
7860,1278,481593600,482025600,0,0,False,0,False,False,10,13,10,4163,4010,53
7861,1278,483321600,483753600,10,0,False,10,False,False,10,13,10,4163,4010,55
7862,1278,484012800,484358400,10,0,False,10,False,False,10,13,10,4163,4010,57
78628,6927,1706155200,1706500800,9,9,True,28,False,True,2,9,2,576,6557,80
7863,1279,487468800,487900800,9,0,False,5,False,False,9,4,9,5326,4672,66
78635,6927,1706846400,1707192000,2,2,True,106,False,True,2,9,2,576,6557,154
7864,1279,488678400,489110400,4,0,False,4,False,False,9,4,9,5326,4672,19
78642,6927,1707969600,1708315200,2,2,True,434,False,True,2,9,2,576,6557,290
78649,6927,1708660800,1709006400,2,9,True,5,False,False,2,9,2,576,6557,291
7865,1279,489888000,490320000,0,0,False,0,False,False,9,4,9,5326,4672,18
78656,6927,1709784000,1710129600,2,9,True,64,True,True,2,9,2,576,6557,155
7866,1279,491702400,492134400,0,0,False,0,False,False,9,4,9,5326,4672,65
7867,1279,492912000,493344000,9,0,False,118,True,True,9,4,9,5326,4672,20
7868,1279,494121600,494467200,9,0,False,94,True,True,9,4,9,5326,4672,12
7869,1280,494208000,494640000,0,0,False,0,False,False,5,2,5,3499,3838,14
7870,1280,494812800,495244800,5,0,False,149,False,True,5,2,5,3499,3838,71
7871,1280,495504000,495936000,0,0,False,0,False,False,5,2,5,3499,3838,68
7872,1281,498268800,498700800,0,0,False,0,False,False,3,5,3,3664,3499,30
7873,1281,499219200,499564800,3,0,False,8,False,False,3,5,3,3664,3499,247
7874,1281,500169600,500515200,3,0,False,10,False,False,3,5,3,3664,3499,24
