innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
AD Hales,116*,116,97,1,1,64,11,6,181.25,2,v Sri Lanka,Chattogram,2014-03-27,England,0,1,100-149,,,,,,,,,,
LJ Wright,99*,99,83,1,1,55,8,6,180.00,1,v Afghanistan,Colombo (RPS),2012-09-21,England,1,0,50-99,,,,,,,,,,
AD Hales,99,99,84,1,0,68,6,4,145.58,2,v West Indies,Nottingham,2012-06-24,England,1,0,50-99,,,,,,,,,,
AD Hales,94,94,80,1,0,61,11,2,154.09,1,v Australia,Chester-le-Street,2013-08-31,England,1,0,50-99,,,,,,,,,,
JE Root,90*,90,77,1,1,49,13,1,183.67,2,v Australia,Southampton,2013-08-29,England,1,0,50-99,,,,,,,,,,
SW Billings,87,87,,1,0,47,10,3,185.10,1,v West Indies,Basseterre,2019-03-08,England,1,0,50-99,,,,,,,,,,
EJG Morgan,85*,85,54,1,1,45,7,5,188.88,1,v South Africa,Johannesburg,2009-11-13,England,1,0,50-99,,,,,,,,,,
JE Root,83,83,70,1,0,44,6,4,188.63,2,v South Africa,Mumbai,2016-03-18,England,1,0,50-99,,,,,,,,,,
AD Hales,80*,80,50,1,1,42,9,4,190.47,2,v New Zealand,Wellington,2013-02-15,England,1,0,50-99,,,,,,,,,,
EJG Morgan,80*,80,75,1,1,46,4,6,173.91,1,v New Zealand,Hamilton,2018-02-18,England,1,0,50-99,,,,,,,,,,
PD Collingwood,79,79,47,1,0,41,5,4,192.68,2,v West Indies,The Oval,2007-06-28,England,1,0,50-99,,,,,,,,,,
KP Pietersen,79,79,41,1,0,37,7,4,213.51,1,v Zimbabwe,Cape Town,2007-09-13,England,1,0,50-99,,,,,,,,,,
JJ Roy,78,78,50,1,0,44,11,2,177.27,2,v New Zealand,Delhi,2016-03-30,England,1,0,50-99,,,,,,,,,,
DJ Malan,78,78,60,1,0,44,12,2,177.27,1,v South Africa,Cardiff,2017-06-25,England,1,0,50-99,,,,,,,,,,
LJ Wright,76,76,59,1,0,43,5,5,176.74,2,v New Zealand,Pallekele,2012-09-29,England,1,0,50-99,,,,,,,,,,
EJG Morgan,74,74,50,1,0,39,3,7,189.74,1,v Australia,Cardiff,2015-08-31,England,1,0,50-99,,,,,,,,,,
KP Pietersen,73*,73,59,1,1,52,8,2,140.38,2,v Pakistan,Bridgetown,2010-05-06,England,1,0,50-99,,,,,,,,,,
JC Buttler,73*,73,,1,1,49,3,4,148.97,2,v Sri Lanka,Southampton,2016-07-05,England,1,0,50-99,,,,,,,,,,
MM Ali,72*,72,70,1,1,46,6,3,156.52,1,v Australia,Cardiff,2015-08-31,England,1,0,50-99,,,,,,,,,,
ME Trescothick,72,72,78,1,0,58,9,1,124.13,2,v Sri Lanka,Southampton,2006-06-15,England,1,0,50-99,,,,,,,,,,
EJG Morgan,71*,71,46,1,1,36,4,5,197.22,2,v West Indies,Pallekele,2012-09-27,England,1,0,50-99,,,,,,,,,,
LJ Wright,71,71,75,1,0,49,8,0,144.89,1,v Netherlands,Lord's,2009-06-05,England,1,0,50-99,,,,,,,,,,
EJG Morgan,71,71,36,1,0,31,3,7,229.03,1,v India,Birmingham,2014-09-07,England,1,0,50-99,,,,,,,,,,
JC Buttler,69,69,,1,0,46,8,2,150.00,1,v India,Manchester,2018-07-03,England,1,0,50-99,,,,,,,,,,
JJ Roy,69,69,,1,0,36,4,6,191.66,1,v Sri Lanka,Colombo (RPS),2018-10-27,England,1,0,50-99,,,,,,,,,,
AD Hales,68,68,80,1,0,51,5,2,133.33,2,v West Indies,Pallekele,2012-09-27,England,1,0,50-99,,,,,,,,,,
JE Root,68,68,60,1,0,46,8,1,147.82,1,v New Zealand,Manchester,2015-06-23,England,1,0,50-99,,,,,,,,,,
JM Bairstow,68,68,,1,0,40,9,2,170.00,2,v West Indies,Gros Islet,2019-03-05,England,1,0,50-99,,,,,,,,,,
EJG Morgan,67*,67,61,1,1,51,7,2,131.37,2,v Pakistan,Dubai (DSC),2010-02-19,England,1,0,50-99,,,,,,,,,,
SR Patel,67,67,65,1,0,48,8,2,139.58,2,v Sri Lanka,Pallekele,2012-10-01,England,1,0,50-99,,,,,,,,,,
JC Buttler,67,67,60,1,0,43,5,3,155.81,1,v West Indies,Bridgetown,2014-03-11,England,1,0,50-99,,,,,,,,,,
JJ Roy,67,67,72,1,0,45,9,1,148.88,2,v South Africa,Taunton,2017-06-23,England,1,0,50-99,,,,,,,,,,
JJ Roy,67,67,,1,0,31,4,7,216.12,1,v India,Bristol,2018-07-08,England,1,0,50-99,,,,,,,,,,
JC Buttler,66*,66,47,1,1,37,8,2,178.37,1,v Sri Lanka,Delhi,2016-03-26,England,1,0,50-99,,,,,,,,,,
AD Hales,66,66,77,1,0,41,7,2,160.97,2,v Sri Lanka,The Oval,2014-05-20,England,1,0,50-99,,,,,,,,,,
RS Bopara,65*,65,40,1,1,27,2,7,240.74,2,v Australia,Hobart,2014-01-29,England,1,0,50-99,,,,,,,,,,
C Kieswetter,63,63,72,1,0,49,7,2,128.57,2,v Australia,Bridgetown,2010-05-16,England,1,0,50-99,,,,,,,,,,
MJ Lumb,63,63,46,1,0,40,9,2,157.50,1,v West Indies,Bridgetown,2014-03-13,England,1,0,50-99,,,,,,,,,,
AD Hales,62*,62,62,1,1,48,8,1,129.16,2,v West Indies,The Oval,2011-09-23,England,1,0,50-99,,,,,,,,,,
KP Pietersen,62*,62,91,1,1,52,6,1,119.23,1,v Pakistan,Abu Dhabi,2012-02-27,England,1,0,50-99,,,,,,,,,,
KP Pietersen,62,62,52,1,0,40,4,3,155.00,1,v Pakistan,Dubai (DSC),2010-02-20,England,1,0,50-99,,,,,,,,,,
JC Buttler,61,61,,1,0,30,6,5,203.33,1,v Australia,Birmingham,2018-06-27,England,1,0,50-99,,,,,,,,,,
IR Bell,60*,60,70,1,1,46,9,1,130.43,2,v New Zealand,Manchester,2008-06-13,England,1,0,50-99,,,,,,,,,,
JM Bairstow,60*,60,57,1,1,46,5,2,130.43,1,v Pakistan,Dubai (DSC),2012-02-25,England,1,0,50-99,,,,,,,,,,
JM Bairstow,60*,60,42,1,1,35,6,2,171.42,2,v South Africa,Southampton,2017-06-21,England,1,0,50-99,,,,,,,,,,
RS Bopara,59,59,75,1,0,44,4,1,134.09,2,v West Indies,Nottingham,2012-06-24,England,1,0,50-99,,,,,,,,,,
DJ Malan,59,59,65,1,0,40,6,2,147.50,2,v New Zealand,Wellington,2018-02-13,England,1,0,50-99,,,,,,,,,,
JM Vince,59,59,,1,0,38,7,2,155.26,2,v New Zealand,Christchurch,2019-11-01,England,1,0,50-99,,,,,,,,,,
C Kieswetter,58*,58,62,1,1,49,3,2,118.36,2,v West Indies,The Oval,2011-09-23,England,1,0,50-99,,,,,,,,,,
AD Hales,58*,58,,1,1,41,4,3,141.46,2,v India,Cardiff,2018-07-06,England,1,0,50-99,,,,,,,,,,
KP Pietersen,58,58,70,1,0,38,5,3,152.63,1,v Pakistan,The Oval,2009-06-07,England,1,0,50-99,,,,,,,,,,
EJG Morgan,57*,57,,1,1,29,5,3,196.55,2,v Pakistan,Cardiff,2019-05-05,England,1,0,50-99,,,,,,,,,,
PD Collingwood,57,57,53,1,0,32,3,4,178.12,1,v South Africa,Johannesburg,2009-11-13,England,1,0,50-99,,,,,,,,,,
EJG Morgan,57,57,73,1,0,38,7,2,150.00,2,v Sri Lanka,Chattogram,2014-03-27,England,1,0,50-99,,,,,,,,,,
AD Hales,56,56,52,1,0,35,7,2,160.00,1,v India,Pune,2012-12-20,England,1,0,50-99,,,,,,,,,,
OA Shah,55*,55,43,1,1,35,7,0,157.14,2,v West Indies,The Oval,2007-06-29,England,1,0,50-99,,,,,,,,,,
RS Bopara,55,55,61,1,0,47,5,0,117.02,1,v West Indies,The Oval,2009-06-15,England,1,0,50-99,,,,,,,,,,
EJG Morgan,55,55,,1,0,35,3,3,157.14,1,v West Indies,Providence,2010-05-03,England,1,0,50-99,,,,,,,,,,
JE Root,55,55,,1,0,40,7,0,137.50,1,v West Indies,Basseterre,2019-03-08,England,1,0,50-99,,,,,,,,,,
DJ Malan,55,55,42,1,0,34,8,1,161.76,2,v New Zealand,Nelson,2019-11-05,England,1,0,50-99,,,,,,,,,,
PD Collingwood,54,54,43,1,0,28,5,3,192.85,1,v New Zealand,Christchurch,2008-02-07,England,1,0,50-99,,,,,,,,,,
JC Buttler,54,54,35,1,0,30,9,1,180.00,2,v New Zealand,Hamilton,2013-02-12,England,1,0,50-99,,,,,,,,,,
JC Buttler,54,54,40,1,0,28,4,4,192.85,1,v South Africa,Johannesburg,2016-02-21,England,1,0,50-99,,,,,,,,,,
JE Root,54,54,62,1,0,36,7,0,150.00,1,v West Indies,Kolkata,2016-04-03,England,1,0,50-99,,,,,,,,,,
MJ Lumb,53*,53,50,1,1,34,1,5,155.88,2,v New Zealand,Wellington,2013-02-15,England,1,0,50-99,,,,,,,,,,
ME Trescothick,53,53,56,1,0,36,9,0,147.22,1,v Pakistan,Bristol,2006-08-28,England,1,0,50-99,,,,,,,,,,
KP Pietersen,53,53,41,1,0,33,8,1,160.60,1,v South Africa,Bridgetown,2010-05-08,England,1,0,50-99,,,,,,,,,,
KP Pietersen,53,53,42,1,0,39,5,3,135.89,2,v India,Kolkata,2011-10-29,England,1,0,50-99,,,,,,,,,,
SW Billings,53,53,27,1,0,25,5,2,212.00,1,v Pakistan,Dubai (DSC),2015-11-26,England,1,0,50-99,,,,,,,,,,
DJ Malan,53,53,41,1,0,36,2,5,147.22,1,v New Zealand,Hamilton,2018-02-18,England,1,0,50-99,,,,,,,,,,
LJ Wright,52,52,53,1,0,34,6,1,152.94,2,v New Zealand,The Oval,2013-06-25,England,1,0,50-99,,,,,,,,,,
IJL Trott,51,51,51,1,0,40,1,3,127.50,2,v South Africa,Centurion,2009-11-15,England,1,0,50-99,,,,,,,,,,
EJG Morgan,51,51,46,1,0,38,1,4,134.21,2,v India,Kanpur,2017-01-26,England,1,0,50-99,,,,,,,,,,
DL Maddy,50,50,42,1,0,31,4,2,161.29,2,v New Zealand,Durban,2007-09-18,England,1,0,50-99,,,,,,,,,,
C Kieswetter,50,50,51,1,0,32,3,3,156.25,1,v South Africa,Birmingham,2012-09-12,England,1,0,50-99,,,,,,,,,,
MJ Lumb,50,50,43,1,0,34,6,2,147.05,2,v India,Mumbai,2012-12-22,England,1,0,50-99,,,,,,,,,,
DJ Malan,50,50,62,1,0,36,5,2,138.88,1,v Australia,Hobart,2018-02-07,England,1,0,50-99,,,,,,,,,,
EJG Morgan,49*,49,51,1,1,26,5,2,188.46,2,v India,Mumbai,2012-12-22,England,0,0,0-49,,,,,,,,,,
EJG Morgan,49,49,39,1,0,27,7,1,181.48,2,v India,Manchester,2011-08-31,England,0,0,0-49,,,,,,,,,,
AD Hales,49,49,,1,0,24,5,2,204.16,1,v Australia,Birmingham,2018-06-27,England,0,0,0-49,,,,,,,,,,
JM Vince,49,49,62,1,0,39,4,1,125.64,2,v New Zealand,Nelson,2019-11-05,England,0,0,0-49,,,,,,,,,,
JE Root,48,48,42,1,0,36,3,2,133.33,1,v West Indies,Mumbai,2016-03-16,England,0,0,0-49,,,,,,,,,,
TT Bresnan,47*,47,39,1,1,29,5,1,162.06,2,v West Indies,Bridgetown,2014-03-09,England,0,0,0-49,,,,,,,,,,
EJG Morgan,47*,47,,1,1,39,1,2,120.51,2,v Sri Lanka,Southampton,2016-07-05,England,0,0,0-49,,,,,,,,,,
AD Hales,47*,47,58,1,1,38,3,2,123.68,2,v South Africa,Southampton,2017-06-21,England,0,0,0-49,,,,,,,,,,
OA Shah,47,47,36,1,0,35,4,2,134.28,1,v New Zealand,Christchurch,2008-02-07,England,0,0,0-49,,,,,,,,,,
KP Pietersen,47,47,59,1,0,31,4,1,151.61,2,v Australia,Bridgetown,2010-05-16,England,0,0,0-49,,,,,,,,,,
EJG Morgan,47,47,38,1,0,32,4,3,146.87,1,v Sri Lanka,Bristol,2011-06-25,England,0,0,0-49,,,,,,,,,,
JM Bairstow,47,47,53,1,0,37,8,1,127.02,2,v South Africa,Taunton,2017-06-23,England,0,0,0-49,,,,,,,,,,
AD Hales,47,47,34,1,0,24,6,3,195.83,2,v New Zealand,Wellington,2018-02-13,England,0,0,0-49,,,,,,,,,,
JE Root,47,47,,1,0,42,5,0,111.90,2,v Pakistan,Cardiff,2019-05-05,England,0,0,0-49,,,,,,,,,,
JE Root,46*,46,65,1,1,46,4,0,100.00,2,v India,Kanpur,2017-01-26,England,0,0,0-49,,,,,,,,,,
PD Collingwood,46,46,28,1,0,26,5,2,176.92,1,v Australia,Southampton,2005-06-13,England,0,0,0-49,,,,,,,,,,
RS Bopara,46,46,48,1,0,34,5,0,135.29,1,v Netherlands,Lord's,2009-06-05,England,0,0,0-49,,,,,,,,,,
KP Pietersen,46,46,45,1,0,27,5,1,170.37,1,v India,Lord's,2009-06-14,England,0,0,0-49,,,,,,,,,,
EJG Morgan,46,46,32,1,0,26,4,3,176.92,1,v New Zealand,Auckland,2013-02-09,England,0,0,0-49,,,,,,,,,,
JM Vince,46,46,91,1,0,45,3,1,102.22,1,v Pakistan,Sharjah,2015-11-30,England,0,0,0-49,,,,,,,,,,
JC Buttler,46,46,68,1,0,49,3,0,93.87,1,v Australia,Melbourne,2018-02-10,England,0,0,0-49,,,,,,,,,,
LJ Wright,45*,45,,1,1,27,1,4,166.66,1,v West Indies,Providence,2010-05-03,England,0,0,0-49,,,,,,,,,,
EJG Morgan,45*,45,64,1,1,38,3,1,118.42,1,v Pakistan,Dubai (DSC),2015-11-26,England,0,0,0-49,,,,,,,,,,
EJG Morgan,45,45,53,1,0,37,5,0,121.62,1,v Ireland,Providence,2010-05-04,England,0,0,0-49,,,,,,,,,,
RS Bopara,45,45,37,1,0,29,4,1,155.17,2,v Australia,Southampton,2013-08-29,England,0,0,0-49,,,,,,,,,,
JJ Roy,44,44,,1,0,26,6,0,169.23,1,v Australia,Birmingham,2018-06-27,England,0,0,0-49,,,,,,,,,,
KP Pietersen,43*,43,77,1,1,43,3,0,100.00,2,v Pakistan,Dubai (DSC),2010-02-19,England,0,0,0-49,,,,,,,,,,
VS Solanki,43,43,41,1,0,31,5,1,138.70,2,v India,Durban,2007-09-19,England,0,0,0-49,,,,,,,,,,
KP Pietersen,43,43,36,1,0,23,6,1,186.95,1,v New Zealand,Auckland,2008-02-05,England,0,0,0-49,,,,,,,,,,
EJG Morgan,43,43,40,1,0,33,5,1,130.30,2,v Australia,Adelaide,2011-01-12,England,0,0,0-49,,,,,,,,,,
MJ Lumb,43,43,47,1,0,27,6,1,159.25,1,v Australia,Chester-le-Street,2013-08-31,England,0,0,0-49,,,,,,,,,,
JJ Roy,43,43,21,1,0,16,5,3,268.75,2,v South Africa,Mumbai,2016-03-18,England,0,0,0-49,,,,,,,,,,
AD Hales,43,43,39,1,0,17,8,1,252.94,2,v West Indies,Chester-le-Street,2017-09-16,England,0,0,0-49,,,,,,,,,,
KP Pietersen,42*,42,43,1,1,41,5,0,102.43,2,v New Zealand,Manchester,2008-06-13,England,0,0,0-49,,,,,,,,,,
KP Pietersen,42*,42,33,1,1,26,3,2,161.53,2,v Sri Lanka,Gros Islet,2010-05-13,England,0,0,0-49,,,,,,,,,,
AD Hales,42,42,74,1,0,33,4,1,127.27,2,v India,Mumbai,2012-12-22,England,0,0,0-49,,,,,,,,,,
LJ Wright,42,42,16,1,0,20,3,4,210.00,1,v New Zealand,Auckland,2013-02-09,England,0,0,0-49,,,,,,,,,,
RS Bopara,42,42,35,1,0,24,5,1,175.00,2,v West Indies,Bridgetown,2014-03-09,England,0,0,0-49,,,,,,,,,,
JJ Roy,42,42,49,1,0,39,3,2,107.69,1,v Sri Lanka,Delhi,2016-03-26,England,0,0,0-49,,,,,,,,,,
JE Root,42,42,60,1,0,37,4,2,113.51,2,v India,Bengaluru,2017-02-01,England,0,0,0-49,,,,,,,,,,
MM Ali,41*,41,50,1,1,33,4,1,124.24,1,v Afghanistan,Delhi,2016-03-23,England,0,0,0-49,,,,,,,,,,
ME Trescothick,41,41,55,1,0,37,5,0,110.81,1,v Australia,Southampton,2005-06-13,England,0,0,0-49,,,,,,,,,,
C Kieswetter,41,41,54,1,0,42,3,2,97.61,1,v South Africa,Bridgetown,2010-05-08,England,0,0,0-49,,,,,,,,,,
KP Pietersen,41,41,49,1,0,27,3,2,151.85,1,v Sri Lanka,Bristol,2011-06-25,England,0,0,0-49,,,,,,,,,,
JM Vince,41,41,47,1,0,36,6,1,113.88,1,v Pakistan,Dubai (DSC),2015-11-26,England,0,0,0-49,,,,,,,,,,
P Mustard,40,40,39,1,0,24,3,3,166.66,1,v New Zealand,Christchurch,2008-02-07,England,0,0,0-49,,,,,,,,,,
EJG Morgan,40,40,41,1,0,34,4,1,117.64,2,v New Zealand,Gros Islet,2010-05-10,England,0,0,0-49,,,,,,,,,,
AD Hales,40,40,59,1,0,36,1,2,111.11,1,v West Indies,Bridgetown,2014-03-11,England,0,0,0-49,,,,,,,,,,
AD Hales,40,40,39,1,0,25,3,3,160.00,1,v India,Birmingham,2014-09-07,England,0,0,0-49,,,,,,,,,,
EJG Morgan,40,40,34,1,0,21,2,3,190.47,2,v India,Bengaluru,2017-02-01,England,0,0,0-49,,,,,,,,,,
KP Pietersen,39,39,33,1,0,23,3,1,169.56,2,v India,Durban,2007-09-19,England,0,0,0-49,,,,,,,,,,
IJL Trott,39,39,65,1,0,51,3,0,76.47,1,v Pakistan,Dubai (DSC),2010-02-20,England,0,0,0-49,,,,,,,,,,
C Kieswetter,39,39,36,1,0,29,5,2,134.48,2,v Sri Lanka,Gros Islet,2010-05-13,England,0,0,0-49,,,,,,,,,,
IR Bell,39,39,34,1,0,30,3,0,130.00,2,v Australia,Melbourne,2011-01-14,England,0,0,0-49,,,,,,,,,,
RS Bopara,39,39,42,1,0,32,2,1,121.87,2,v Pakistan,Dubai (DSC),2012-02-23,England,0,0,0-49,,,,,,,,,,
AD Hales,39,39,43,1,0,29,5,1,134.48,2,v New Zealand,The Oval,2013-06-25,England,0,0,0-49,,,,,,,,,,
DJ Malan,39,39,57,1,0,29,2,2,134.48,2,v New Zealand,Wellington,2019-11-03,England,0,0,0-49,,,,,,,,,,
EJG Morgan,38*,38,33,1,1,24,6,0,158.33,2,v Pakistan,Cardiff,2010-09-05,England,0,0,0-49,,,,,,,,,,
OA Shah,38,38,52,1,0,33,3,2,115.15,1,v South Africa,Nottingham,2009-06-11,England,0,0,0-49,,,,,,,,,,
JM Bairstow,38,38,36,1,0,22,3,2,172.72,1,v New Zealand,Auckland,2013-02-09,England,0,0,0-49,,,,,,,,,,
AD Hales,38,38,54,1,0,31,4,1,122.58,1,v West Indies,Bridgetown,2014-03-13,England,0,0,0-49,,,,,,,,,,
AD Hales,38,38,35,1,0,22,6,1,172.72,2,v South Africa,Chattogram,2014-03-29,England,0,0,0-49,,,,,,,,,,
JM Vince,38,38,38,1,0,24,3,2,158.33,1,v Pakistan,Dubai (DSC),2015-11-27,England,0,0,0-49,,,,,,,,,,
EJG Morgan,38,38,44,1,0,23,0,4,165.21,1,v South Africa,Johannesburg,2016-02-21,England,0,0,0-49,,,,,,,,,,
JE Root,38,38,82,1,0,38,2,0,100.00,2,v India,Nagpur,2017-01-29,England,0,0,0-49,,,,,,,,,,
BA Stokes,38,38,30,1,0,27,2,2,140.74,2,v India,Nagpur,2017-01-29,England,0,0,0-49,,,,,,,,,,
PD Collingwood,37,37,33,1,0,28,1,2,132.14,1,v Zimbabwe,Cape Town,2007-09-13,England,0,0,0-49,,,,,,,,,,
RS Bopara,37,37,45,1,0,37,3,1,100.00,1,v India,Lord's,2009-06-14,England,0,0,0-49,,,,,,,,,,
CR Woakes,37,37,31,1,0,24,1,3,154.16,1,v Pakistan,Sharjah,2015-11-30,England,0,0,0-49,,,,,,,,,,
AD Hales,37,37,40,1,0,26,5,0,142.30,1,v Pakistan,Manchester,2016-09-07,England,0,0,0-49,,,,,,,,,,
JM Bairstow,37,37,32,1,0,31,4,2,119.35,2,v West Indies,Basseterre,2019-03-10,England,0,0,0-49,,,,,,,,,,
OA Shah,36,36,44,1,0,31,1,2,116.12,2,v South Africa,Cape Town,2007-09-16,England,0,0,0-49,,,,,,,,,,
MM Ali,36,36,35,1,0,23,6,1,156.52,1,v New Zealand,Chattogram,2014-03-22,England,0,0,0-49,,,,,,,,,,
JC Buttler,36,36,29,1,0,22,1,3,163.63,1,v West Indies,Kolkata,2016-04-03,England,0,0,0-49,,,,,,,,,,
AD Hales,36,36,63,1,0,28,2,2,128.57,1,v South Africa,Cardiff,2017-06-25,England,0,0,0-49,,,,,,,,,,
JM Vince,36,36,,1,0,27,3,1,133.33,2,v Pakistan,Cardiff,2019-05-05,England,0,0,0-49,,,,,,,,,,
CJ Jordan,36,36,16,1,0,19,3,3,189.47,2,v New Zealand,Wellington,2019-11-03,England,0,0,0-49,,,,,,,,,,
MH Yardy,35*,35,25,1,1,26,4,0,134.61,2,v Pakistan,Cardiff,2010-09-05,England,0,0,0-49,,,,,,,,,,
C Kieswetter,35,35,38,1,0,25,4,2,140.00,2,v India,Colombo (RPS),2012-09-23,England,0,0,0-49,,,,,,,,,,
JE Root,35,35,,1,0,24,4,0,145.83,1,v Australia,Birmingham,2018-06-27,England,0,0,0-49,,,,,,,,,,
JM Bairstow,35,35,,1,0,28,5,1,125.00,2,v New Zealand,Christchurch,2019-11-01,England,0,0,0-49,,,,,,,,,,
EJG Morgan,34*,34,,1,1,21,4,1,161.90,2,v New Zealand,Christchurch,2019-11-01,England,0,0,0-49,,,,,,,,,,
KP Pietersen,34,34,19,1,0,18,3,1,188.88,1,v Australia,Southampton,2005-06-13,England,0,0,0-49,,,,,,,,,,
LJ Wright,34,34,31,1,0,16,6,1,212.50,1,v Pakistan,The Oval,2009-06-07,England,0,0,0-49,,,,,,,,,,
GP Swann,34,34,22,1,0,20,4,1,170.00,2,v Sri Lanka,Pallekele,2012-10-01,England,0,0,0-49,,,,,,,,,,
LJ Wright,34,34,29,1,0,21,3,1,161.90,1,v India,Pune,2012-12-20,England,0,0,0-49,,,,,,,,,,
EJG Morgan,34,34,31,1,0,20,2,2,170.00,2,v Australia,Sydney,2014-02-02,England,0,0,0-49,,,,,,,,,,
JC Buttler,34,34,37,1,0,24,2,1,141.66,2,v South Africa,Chattogram,2014-03-29,England,0,0,0-49,,,,,,,,,,
JE Root,34,34,22,1,0,17,4,2,200.00,1,v South Africa,Johannesburg,2016-02-21,England,0,0,0-49,,,,,,,,,,
JC Buttler,34,34,,1,0,21,7,0,161.90,1,v India,Bristol,2018-07-08,England,0,0,0-49,,,,,,,,,,
JC Buttler,33*,33,28,1,1,21,0,3,157.14,1,v India,Pune,2012-12-20,England,0,0,0-49,,,,,,,,,,
AJ Strauss,33,33,33,1,0,21,6,0,157.14,2,v Sri Lanka,Southampton,2006-06-15,England,0,0,0-49,,,,,,,,,,
OA Shah,33,33,26,1,0,32,3,1,103.12,1,v Pakistan,The Oval,2009-06-07,England,0,0,0-49,,,,,,,,,,
IJL Trott,33,33,34,1,0,25,5,0,132.00,1,v South Africa,Johannesburg,2009-11-13,England,0,0,0-49,,,,,,,,,,
MJ Lumb,33,33,44,1,0,26,4,1,126.92,2,v Sri Lanka,Gros Islet,2010-05-13,England,0,0,0-49,,,,,,,,,,
SM Davies,33,33,41,1,0,27,3,0,122.22,2,v Pakistan,Cardiff,2010-09-05,England,0,0,0-49,,,,,,,,,,
KP Pietersen,33,33,31,1,0,23,5,0,143.47,2,v India,Manchester,2011-08-31,England,0,0,0-49,,,,,,,,,,
KP Pietersen,33,33,26,1,0,21,4,1,157.14,2,v Pakistan,Dubai (DSC),2012-02-23,England,0,0,0-49,,,,,,,,,,
MJ Lumb,33,33,42,1,0,24,4,1,137.50,1,v New Zealand,Chattogram,2014-03-22,England,0,0,0-49,,,,,,,,,,
JC Buttler,33,33,38,1,0,22,1,3,150.00,1,v Pakistan,Dubai (DSC),2015-11-27,England,0,0,0-49,,,,,,,,,,
JC Buttler,32*,32,16,1,1,10,2,3,320.00,1,v South Africa,Birmingham,2012-09-12,England,0,0,0-49,,,,,,,,,,
JC Buttler,32*,32,19,1,1,16,2,3,200.00,1,v New Zealand,Auckland,2013-02-09,England,0,0,0-49,,,,,,,,,,
JC Buttler,32*,32,51,1,1,30,2,0,106.66,1,v South Africa,Cape Town,2016-02-19,England,0,0,0-49,,,,,,,,,,
JC Buttler,32*,32,20,1,1,17,2,3,188.23,2,v New Zealand,Delhi,2016-03-30,England,0,0,0-49,,,,,,,,,,
JWM Dalrymple,32,32,19,1,0,27,4,0,118.51,2,v Australia,Sydney,2007-01-09,England,0,0,0-49,,,,,,,,,,
MJ Prior,32,32,57,1,0,31,1,1,103.22,2,v South Africa,Cape Town,2007-09-16,England,0,0,0-49,,,,,,,,,,
MJ Lumb,32,32,34,1,0,21,4,1,152.38,2,v New Zealand,Gros Islet,2010-05-10,England,0,0,0-49,,,,,,,,,,
JE Root,32,32,30,1,0,24,3,1,133.33,2,v Australia,Hobart,2014-01-29,England,0,0,0-49,,,,,,,,,,
JC Buttler,32,32,35,1,0,23,4,0,139.13,1,v New Zealand,Chattogram,2014-03-22,England,0,0,0-49,,,,,,,,,,
JE Root,32,32,23,1,0,22,4,1,145.45,1,v Pakistan,Sharjah,2015-11-30,England,0,0,0-49,,,,,,,,,,
JJ Roy,32,32,32,1,0,23,4,1,139.13,2,v India,Bengaluru,2017-02-01,England,0,0,0-49,,,,,,,,,,
EJG Morgan,32,32,16,1,0,17,3,3,188.23,2,v New Zealand,Wellington,2019-11-03,England,0,0,0-49,,,,,,,,,,
PA Nixon,31*,31,38,1,1,22,2,1,140.90,2,v Australia,Sydney,2007-01-09,England,0,0,0-49,,,,,,,,,,
RS Bopara,31*,31,56,1,1,36,2,0,86.11,2,v India,Manchester,2011-08-31,England,0,0,0-49,,,,,,,,,,
A Flintoff,31,31,24,1,0,19,4,1,163.15,1,v Australia,Cape Town,2007-09-14,England,0,0,0-49,,,,,,,,,,
AD Mascarenhas,31,31,14,1,0,14,1,4,221.42,1,v New Zealand,Auckland,2008-02-05,England,0,0,0-49,,,,,,,,,,
KP Pietersen,31,31,23,1,0,19,5,0,163.15,1,v West Indies,The Oval,2009-06-15,England,0,0,0-49,,,,,,,,,,
BA Stokes,31,31,30,1,0,23,3,1,134.78,2,v West Indies,The Oval,2011-09-25,England,0,0,0-49,,,,,,,,,,
C Kieswetter,31,31,46,1,0,24,2,1,129.16,1,v Pakistan,Dubai (DSC),2012-02-25,England,0,0,0-49,,,,,,,,,,
AD Hales,31,31,39,1,0,27,5,0,114.81,1,v Afghanistan,Colombo (RPS),2012-09-21,England,0,0,0-49,,,,,,,,,,
RS Bopara,31,31,36,1,0,18,3,1,172.22,2,v South Africa,Chattogram,2014-03-29,England,0,0,0-49,,,,,,,,,,
JC Buttler,31,31,35,1,0,22,1,2,140.90,1,v South Africa,Cardiff,2017-06-25,England,0,0,0-49,,,,,,,,,,
RS Bopara,30*,30,39,1,1,18,2,1,166.66,2,v New Zealand,The Oval,2013-06-25,England,0,0,0-49,,,,,,,,,,
LJ Wright,30,30,24,1,0,19,5,1,157.89,1,v New Zealand,Christchurch,2008-02-07,England,0,0,0-49,,,,,,,,,,
