innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
N Pooran,,,,,,,,,,2,v Pakistan,Abu Dhabi,2016-09-27,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,2,v Pakistan,Bridgetown,2017-03-26,West Indies,,,,DNB,0,,,,1,0,0,-,
LMP Simmons,,,,,,,,,,2,v Pakistan,Bridgetown,2017-03-26,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,2,v Pakistan,Bridgetown,2017-03-26,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,2,v Pakistan,Bridgetown,2017-03-26,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,2,v Pakistan,Bridgetown,2017-03-26,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v Pakistan,Port of Spain,2017-03-30,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v Pakistan,Port of Spain,2017-03-30,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,1,v Pakistan,Port of Spain,2017-03-30,West Indies,,,,DNB,0,,,,1,0,0,-,
LMP Simmons,,,,,,,,,,1,v Pakistan,Port of Spain,2017-03-30,West Indies,,,,DNB,0,,,,1,0,0,-,
KA Pollard,,,,,,,,,,1,v Pakistan,Port of Spain,2017-03-30,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v Pakistan,Port of Spain,2017-03-30,West Indies,,,,DNB,0,,,,1,0,0,-,
LMP Simmons,,,,,,,,,,1,v Pakistan,Port of Spain,2017-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
JN Mohammed,,,,,,,,,,1,v Pakistan,Port of Spain,2017-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
KA Pollard,,,,,,,,,,1,v Pakistan,Port of Spain,2017-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v Pakistan,Port of Spain,2017-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v Pakistan,Port of Spain,2017-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
LMP Simmons,,,,,,,,,,2,v Pakistan,Port of Spain,2017-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
KA Pollard,,,,,,,,,,2,v Pakistan,Port of Spain,2017-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,2,v Pakistan,Port of Spain,2017-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,2,v Pakistan,Port of Spain,2017-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-02,West Indies,,,,DNB,0,,,,1,0,0,-,
LMP Simmons,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-02,West Indies,,,,DNB,0,,,,1,0,0,-,
JN Mohammed,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-02,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-02,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-02,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-02,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,2,v Afghanistan,Basseterre,2017-06-03,West Indies,,,,DNB,0,,,,1,0,0,-,
LMP Simmons,,,,,,,,,,2,v Afghanistan,Basseterre,2017-06-03,West Indies,,,,DNB,0,,,,1,0,0,-,
JN Mohammed,,,,,,,,,,2,v Afghanistan,Basseterre,2017-06-03,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,2,v Afghanistan,Basseterre,2017-06-03,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,2,v Afghanistan,Basseterre,2017-06-03,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,2,v Afghanistan,Basseterre,2017-06-03,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-05,West Indies,,,,DNB,0,,,,1,0,0,-,
LMP Simmons,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-05,West Indies,,,,DNB,0,,,,1,0,0,-,
JN Mohammed,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-05,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-05,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v Afghanistan,Basseterre,2017-06-05,West Indies,,,,DNB,0,,,,1,0,0,-,
CH Gayle,,,,,,,,,,1,v India,Kingston,2017-07-09,West Indies,,,,DNB,0,,,,1,0,0,-,
KA Pollard,,,,,,,,,,1,v India,Kingston,2017-07-09,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v India,Kingston,2017-07-09,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v India,Kingston,2017-07-09,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v India,Kingston,2017-07-09,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,2,v England,Chester-le-Street,2017-09-16,West Indies,,,,DNB,0,,,,1,0,0,-,
CH Gayle,,,,,,,,,,2,v England,Chester-le-Street,2017-09-16,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,2,v England,Chester-le-Street,2017-09-16,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,2,v England,Chester-le-Street,2017-09-16,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,2,v England,Chester-le-Street,2017-09-16,West Indies,,,,DNB,0,,,,1,0,0,-,
CH Gayle,,,,,,,,,,1,v New Zealand,Nelson,2017-12-29,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v New Zealand,Nelson,2017-12-29,West Indies,,,,DNB,0,,,,1,0,0,-,
JN Mohammed,,,,,,,,,,1,v New Zealand,Nelson,2017-12-29,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v New Zealand,Nelson,2017-12-29,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,1,v New Zealand,Nelson,2017-12-29,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v New Zealand,Nelson,2017-12-29,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-01,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-01,West Indies,,,,DNB,0,,,,1,0,0,-,
CH Gayle,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-01,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-01,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-01,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-01,West Indies,,,,DNB,0,,,,1,0,0,-,
CH Gayle,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-03,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-03,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-03,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-03,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-03,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v New Zealand,Mount Maunganui,2018-01-03,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,1,v Pakistan,Karachi,2018-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v Pakistan,Karachi,2018-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
JN Mohammed,,,,,,,,,,1,v Pakistan,Karachi,2018-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v Pakistan,Karachi,2018-04-01,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v Pakistan,Karachi,2018-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
JN Mohammed,,,,,,,,,,1,v Pakistan,Karachi,2018-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v Pakistan,Karachi,2018-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
JN Mohammed,,,,,,,,,,1,v Pakistan,Karachi,2018-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v Pakistan,Karachi,2018-04-02,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,2,v Pakistan,Karachi,2018-04-03,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,2,v Pakistan,Karachi,2018-04-03,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,2,v Pakistan,Karachi,2018-04-03,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,2,v Pakistan,Karachi,2018-04-03,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,2,v Pakistan,Karachi,2018-04-03,West Indies,,,,DNB,0,,,,1,0,0,-,
CH Gayle,,,,,,,,,,2,v ICC World XI,Lord's,2018-05-31,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,2,v ICC World XI,Lord's,2018-05-31,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,2,v ICC World XI,Lord's,2018-05-31,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,2,v ICC World XI,Lord's,2018-05-31,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,2,v ICC World XI,Lord's,2018-05-31,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,1,v Bangladesh,Basseterre,2018-07-31,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,1,v Bangladesh,Basseterre,2018-07-31,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v Bangladesh,Basseterre,2018-07-31,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v Bangladesh,Basseterre,2018-07-31,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v Bangladesh,Basseterre,2018-07-31,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-05,West Indies,,,,DNB,0,,,,1,0,0,-,
ADS Fletcher,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-05,West Indies,,,,DNB,0,,,,1,0,0,-,
CAK Walton,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-05,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-05,West Indies,,,,DNB,0,,,,1,0,0,-,
MN Samuels,,,,,,,,,,1,v Bangladesh,Lauderhill,2018-08-05,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,2,v India,Kolkata,2018-11-04,West Indies,,,,DNB,0,,,,1,0,0,-,
DM Bravo,,,,,,,,,,2,v India,Kolkata,2018-11-04,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,2,v India,Kolkata,2018-11-04,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,2,v India,Kolkata,2018-11-04,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,2,v India,Kolkata,2018-11-04,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,1,v India,Lucknow,2018-11-06,West Indies,,,,DNB,0,,,,1,0,0,-,
KA Pollard,,,,,,,,,,1,v India,Lucknow,2018-11-06,West Indies,,,,DNB,0,,,,1,0,0,-,
DM Bravo,,,,,,,,,,1,v India,Lucknow,2018-11-06,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,1,v India,Lucknow,2018-11-06,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,1,v India,Lucknow,2018-11-06,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,1,v India,Lucknow,2018-11-06,West Indies,,,,DNB,0,,,,1,0,0,-,
D Ramdin,,,,,,,,,,2,v India,Chennai,2018-11-11,West Indies,,,,DNB,0,,,,1,0,0,-,
DM Bravo,,,,,,,,,,2,v India,Chennai,2018-11-11,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,2,v India,Chennai,2018-11-11,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,2,v India,Chennai,2018-11-11,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,2,v India,Chennai,2018-11-11,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v Bangladesh,Sylhet,2018-12-17,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,1,v Bangladesh,Sylhet,2018-12-17,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,1,v Bangladesh,Sylhet,2018-12-17,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,1,v Bangladesh,Sylhet,2018-12-17,West Indies,,,,DNB,0,,,,1,0,0,-,
DM Bravo,,,,,,,,,,1,v Bangladesh,Sylhet,2018-12-17,West Indies,,,,DNB,0,,,,1,0,0,-,
DM Bravo,,,,,,,,,,1,v Bangladesh,Dhaka,2018-12-20,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v Bangladesh,Dhaka,2018-12-20,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,1,v Bangladesh,Dhaka,2018-12-20,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,1,v Bangladesh,Dhaka,2018-12-20,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,1,v Bangladesh,Dhaka,2018-12-20,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v Bangladesh,Dhaka,2018-12-20,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,2,v Bangladesh,Dhaka,2018-12-22,West Indies,,,,DNB,0,,,,1,0,0,-,
SE Rutherford,,,,,,,,,,2,v Bangladesh,Dhaka,2018-12-22,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,2,v Bangladesh,Dhaka,2018-12-22,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,2,v Bangladesh,Dhaka,2018-12-22,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,2,v Bangladesh,Dhaka,2018-12-22,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,2,v Bangladesh,Dhaka,2018-12-22,West Indies,,,,DNB,0,,,,1,0,0,-,
CH Gayle,,,,,,,,,,2,v England,Gros Islet,2019-03-05,West Indies,,,,DNB,0,,,,1,0,0,-,
DM Bravo,,,,,,,,,,2,v England,Gros Islet,2019-03-05,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,2,v England,Gros Islet,2019-03-05,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,2,v England,Gros Islet,2019-03-05,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,2,v England,Gros Islet,2019-03-05,West Indies,,,,DNB,0,,,,1,0,0,-,
CH Gayle,,,,,,,,,,1,v England,Basseterre,2019-03-08,West Indies,,,,DNB,0,,,,1,0,0,-,
DM Bravo,,,,,,,,,,1,v England,Basseterre,2019-03-08,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,1,v England,Basseterre,2019-03-08,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,1,v England,Basseterre,2019-03-08,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,1,v England,Basseterre,2019-03-08,West Indies,,,,DNB,0,,,,1,0,0,-,
DM Bravo,,,,,,,,,,2,v England,Basseterre,2019-03-10,West Indies,,,,DNB,0,,,,1,0,0,-,
CR Brathwaite,,,,,,,,,,2,v England,Basseterre,2019-03-10,West Indies,,,,DNB,0,,,,1,0,0,-,
SD Hope,,,,,,,,,,2,v England,Basseterre,2019-03-10,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,2,v England,Basseterre,2019-03-10,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,2,v England,Basseterre,2019-03-10,West Indies,,,,DNB,0,,,,1,0,0,-,
OC McCoy,,,,,,,,,,2,v England,Basseterre,2019-03-10,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,2,v India,Lauderhill,2019-08-03,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,2,v India,Lauderhill,2019-08-03,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,2,v India,Lauderhill,2019-08-03,West Indies,,,,DNB,0,,,,1,0,0,-,
KA Pollard,,,,,,,,,,2,v India,Lauderhill,2019-08-03,West Indies,,,,DNB,0,,,,1,0,0,-,
JD Campbell,,,,,,,,,,2,v India,Lauderhill,2019-08-03,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,2,v India,Lauderhill,2019-08-03,West Indies,,,,DNB,0,,,,1,0,0,-,
KA Pollard,,,,,,,,,,1,v India,Lauderhill,2019-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,1,v India,Lauderhill,2019-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,1,v India,Lauderhill,2019-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,1,v India,Lauderhill,2019-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,1,v India,Lauderhill,2019-08-04,West Indies,,,,DNB,0,,,,1,0,0,-,
KA Pollard,,,,,,,,,,2,v India,Providence,2019-08-06,West Indies,,,,DNB,0,,,,1,0,0,-,
E Lewis,,,,,,,,,,2,v India,Providence,2019-08-06,West Indies,,,,DNB,0,,,,1,0,0,-,
N Pooran,,,,,,,,,,2,v India,Providence,2019-08-06,West Indies,,,,DNB,0,,,,1,0,0,-,
SO Hetmyer,,,,,,,,,,2,v India,Providence,2019-08-06,West Indies,,,,DNB,0,,,,1,0,0,-,
R Powell,,,,,,,,,,2,v India,Providence,2019-08-06,West Indies,,,,DNB,0,,,,1,0,0,-,
TG Southee,,,,,,,,,,1,v Pakistan,Auckland,2010-12-26,New Zealand,,,,4.0,1,1,18,5,0,1,0,5+,4.50
MR Gillespie,,,,,,,,,,1,v Kenya,Durban,2007-09-12,New Zealand,,,,2.5,1,0,7,4,1,0,0,0-4,2.47
MJ Santner,,,,,,,,,,2,v India,Nagpur,2016-03-15,New Zealand,,,,4.0,1,0,11,4,1,0,0,0-4,2.75
JEC Franklin,,,,,,,,,,2,v England,Hamilton,2013-02-12,New Zealand,,,,3.3,1,0,15,4,1,0,0,0-4,4.28
NL McCullum,,,,,,,,,,2,v Pakistan,Hamilton,2010-12-28,New Zealand,,,,4.0,1,0,16,4,1,0,0,0-4,4.00
DL Vettori,,,,,,,,,,2,v India,Johannesburg,2007-09-16,New Zealand,,,,4.0,1,0,20,4,1,0,0,0-4,5.00
GD Elliott,,,,,,,,,,1,v Sri Lanka,Auckland,2016-01-10,New Zealand,,,,4.0,1,0,22,4,1,0,0,0-4,5.50
NL McCullum,,,,,,,,,,2,v West Indies,Auckland,2014-01-11,New Zealand,,,,4.0,1,0,24,4,1,0,0,0-4,6.00
TA Boult,,,,,,,,,,2,v India,Rajkot,2017-11-04,New Zealand,,,,4.0,1,0,34,4,1,0,0,0-4,8.50
AF Milne,,,,,,,,,,1,v Pakistan,Auckland,2016-01-15,New Zealand,,,,4.0,1,0,37,4,1,0,0,0-4,9.25
SB Styris,,,,,,,,,,1,v Zimbabwe,Providence,2010-05-04,New Zealand,,,,2.0,1,0,5,3,1,0,0,0-4,2.50
DL Vettori,,,,,,,,,,1,v Bangladesh,Hamilton,2010-02-03,New Zealand,,,,4.0,1,1,6,3,1,0,0,0-4,1.50
GD Elliott,,,,,,,,,,2,v Pakistan,Wellington,2016-01-22,New Zealand,,,,2.0,1,0,7,3,1,0,0,0-4,3.50
AF Milne,,,,,,,,,,2,v Pakistan,Wellington,2016-01-22,New Zealand,,,,3.1,1,1,8,3,1,0,0,0-4,2.52
SB Styris,,,,,,,,,,2,v Sri Lanka,Lauderhill,2010-05-22,New Zealand,,,,3.0,1,0,10,3,1,0,0,0-4,3.33
GD Elliott,,,,,,,,,,2,v Bangladesh,Kolkata,2016-03-26,New Zealand,,,,4.0,1,0,12,3,1,0,0,0-4,3.00
MJ Santner,,,,,,,,,,1,v Sri Lanka,Pallekele,2019-09-06,New Zealand,,,,4.0,1,1,12,3,1,0,0,0-4,3.00
TG Southee,,,,,,,,,,1,v Pakistan,Wellington,2018-01-22,New Zealand,,,,4.0,1,0,13,3,1,0,0,0-4,3.25
NL McCullum,,,,,,,,,,2,v Ireland,Nottingham,2009-06-11,New Zealand,,,,3.0,1,0,15,3,1,0,0,0-4,5.00
DL Vettori,,,,,,,,,,2,v West Indies,Auckland,2008-12-26,New Zealand,,,,4.0,1,0,16,3,1,0,0,0-4,4.00
NL McCullum,,,,,,,,,,1,v Zimbabwe,Providence,2010-05-04,New Zealand,,,,4.0,1,0,16,3,1,0,0,0-4,4.00
TG Southee,,,,,,,,,,2,v Bangladesh,Pallekele,2012-09-21,New Zealand,,,,4.0,1,1,16,3,1,0,0,0-4,4.00
JDS Neesham,,,,,,,,,,2,v West Indies,Auckland,2014-01-11,New Zealand,,,,4.0,1,0,16,3,1,0,0,0-4,4.00
MJ McClenaghan,,,,,,,,,,2,v Australia,Dharamsala,2016-03-18,New Zealand,,,,3.0,1,0,17,3,1,0,0,0-4,5.66
TG Southee,,,,,,,,,,2,v India,Wellington,2019-02-06,New Zealand,,,,4.0,1,0,17,3,1,0,0,0-4,4.25
SE Bond,,,,,,,,,,2,v Sri Lanka,Colombo (RPS),2009-09-04,New Zealand,,,,4.0,1,0,18,3,1,0,0,0-4,4.50
IS Sodhi,,,,,,,,,,2,v India,Nagpur,2016-03-15,New Zealand,,,,4.0,1,0,18,3,1,0,0,0-4,4.50
IG Butler,,,,,,,,,,1,v Scotland,The Oval,2009-06-06,New Zealand,,,,2.0,1,0,19,3,1,0,0,0-4,9.50
IG Butler,,,,,,,,,,2,v Pakistan,Bridgetown,2010-05-08,New Zealand,,,,4.0,1,1,19,3,1,0,0,0-4,4.75
NJ Astle,,,,,,,,,,1,v South Africa,Johannesburg,2005-10-21,New Zealand,,,,4.0,1,0,20,3,1,0,0,0-4,5.00
JS Patel,,,,,,,,,,1,v South Africa,Johannesburg,2005-10-21,New Zealand,,,,4.0,1,0,20,3,1,0,0,0-4,5.00
TA Boult,,,,,,,,,,1,v Sri Lanka,Chattogram,2014-03-31,New Zealand,,,,4.0,1,0,20,3,1,0,0,0-4,5.00
TG Southee,,,,,,,,,,1,v West Indies,Pallekele,2012-10-01,New Zealand,,,,4.0,1,0,21,3,1,0,0,0-4,5.25
TA Boult,,,,,,,,,,2,v Sri Lanka,Mount Maunganui,2016-01-07,New Zealand,,,,4.0,1,0,21,3,1,0,0,0-4,5.25
IS Sodhi,,,,,,,,,,2,v Bangladesh,Kolkata,2016-03-26,New Zealand,,,,3.4,1,0,21,3,1,0,0,0-4,5.72
TG Southee,,,,,,,,,,2,v West Indies,Mount Maunganui,2018-01-03,New Zealand,,,,2.3,1,0,21,3,1,0,0,0-4,8.40
LH Ferguson,,,,,,,,,,2,v Sri Lanka,Auckland,2019-01-11,New Zealand,,,,3.0,1,0,21,3,1,0,0,0-4,7.00
JDS Neesham,,,,,,,,,,1,v Sri Lanka,Chattogram,2014-03-31,New Zealand,,,,2.2,1,0,22,3,1,0,0,0-4,9.42
JEC Franklin,,,,,,,,,,1,v Sri Lanka,Auckland,2006-12-26,New Zealand,,,,4.0,1,0,23,3,1,0,0,0-4,5.75
NL McCullum,,,,,,,,,,2,v Zimbabwe,Harare,2011-10-17,New Zealand,,,,3.0,1,0,23,3,1,0,0,0-4,7.66
MJ Santner,,,,,,,,,,2,v England,Christchurch,2019-11-01,New Zealand,,,,4.0,1,0,23,3,1,0,0,0-4,5.75
DAJ Bracewell,,,,,,,,,,2,v Zimbabwe,Harare,2011-10-17,New Zealand,,,,3.5,1,0,25,3,1,0,0,0-4,6.52
JDS Neesham,,,,,,,,,,2,v Pakistan,Dubai (DSC),2014-12-05,New Zealand,,,,3.0,1,0,25,3,1,0,0,0-4,8.33
MJ Santner,,,,,,,,,,2,v England,Wellington,2019-11-03,New Zealand,,,,4.0,1,0,25,3,1,0,0,0-4,6.25
KD Mills,,,,,,,,,,2,v Pakistan,Dubai (DSC),2014-12-05,New Zealand,,,,3.5,1,0,26,3,1,0,0,0-4,6.78
SHA Rance,,,,,,,,,,1,v Pakistan,Wellington,2018-01-22,New Zealand,,,,4.0,1,0,26,3,1,0,0,0-4,6.50
