innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
Jannatul Ferdus,DNB,,,0,0,,,,,2,v SA Women,Bloemfontein,2018-05-20,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v SA Women,Bloemfontein,2018-05-20,Bangladesh Women,0,0,-,,,,,,,,,,
Rumana Ahmed,DNB,,,0,0,,,,,2,v PAK Women,Kuala Lumpur,2018-06-04,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v PAK Women,Kuala Lumpur,2018-06-04,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,2,v PAK Women,Kuala Lumpur,2018-06-04,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v PAK Women,Kuala Lumpur,2018-06-04,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v PAK Women,Kuala Lumpur,2018-06-04,Bangladesh Women,0,0,-,,,,,,,,,,
Sanjida Islam,DNB,,,0,0,,,,,2,v PAK Women,Kuala Lumpur,2018-06-04,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,2,v India Women,Kuala Lumpur,2018-06-06,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v India Women,Kuala Lumpur,2018-06-06,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,2,v India Women,Kuala Lumpur,2018-06-06,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v India Women,Kuala Lumpur,2018-06-06,Bangladesh Women,0,0,-,,,,,,,,,,
Sanjida Islam,DNB,,,0,0,,,,,2,v India Women,Kuala Lumpur,2018-06-06,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v India Women,Kuala Lumpur,2018-06-06,Bangladesh Women,0,0,-,,,,,,,,,,
Fargana Hoque,DNB,,,0,0,,,,,2,v Thai Women,Kuala Lumpur,2018-06-07,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,2,v Thai Women,Kuala Lumpur,2018-06-07,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v Thai Women,Kuala Lumpur,2018-06-07,Bangladesh Women,0,0,-,,,,,,,,,,
Sanjida Islam,DNB,,,0,0,,,,,2,v Thai Women,Kuala Lumpur,2018-06-07,Bangladesh Women,0,0,-,,,,,,,,,,
Rumana Ahmed,DNB,,,0,0,,,,,2,v Thai Women,Kuala Lumpur,2018-06-07,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v Thai Women,Kuala Lumpur,2018-06-07,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,2,v Thai Women,Kuala Lumpur,2018-06-07,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v Thai Women,Kuala Lumpur,2018-06-07,Bangladesh Women,0,0,-,,,,,,,,,,
Nigar Sultana,DNB,,,0,0,,,,,1,v Mal Women,Kuala Lumpur,2018-06-09,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,1,v Mal Women,Kuala Lumpur,2018-06-09,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,1,v Mal Women,Kuala Lumpur,2018-06-09,Bangladesh Women,0,0,-,,,,,,,,,,
Rumana Ahmed,DNB,,,0,0,,,,,1,v Mal Women,Kuala Lumpur,2018-06-09,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,1,v Mal Women,Kuala Lumpur,2018-06-09,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v India Women,Kuala Lumpur,2018-06-10,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v India Women,Kuala Lumpur,2018-06-10,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v Ire Women,Dublin,2018-06-28,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v Ire Women,Dublin,2018-06-28,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v Ire Women,Dublin,2018-06-28,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v Ire Women,Dublin (Malahide),2018-06-29,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v Ire Women,Dublin (Malahide),2018-06-29,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v Ire Women,Dublin (Malahide),2018-06-29,Bangladesh Women,0,0,-,,,,,,,,,,
Rumana Ahmed,DNB,,,0,0,,,,,1,v Ire Women,Dublin,2018-07-01,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,1,v Ire Women,Dublin,2018-07-01,Bangladesh Women,0,0,-,,,,,,,,,,
Panna Ghosh,DNB,,,0,0,,,,,1,v Ire Women,Dublin,2018-07-01,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,1,v Ire Women,Dublin,2018-07-01,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,1,v Ire Women,Dublin,2018-07-01,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,2,v PNG Wmn,Amstelveen,2018-07-07,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,2,v PNG Wmn,Amstelveen,2018-07-07,Bangladesh Women,0,0,-,,,,,,,,,,
Panna Ghosh,DNB,,,0,0,,,,,2,v PNG Wmn,Amstelveen,2018-07-07,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v PNG Wmn,Amstelveen,2018-07-07,Bangladesh Women,0,0,-,,,,,,,,,,
Sanjida Islam,DNB,,,0,0,,,,,2,v PNG Wmn,Amstelveen,2018-07-07,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v PNG Wmn,Amstelveen,2018-07-07,Bangladesh Women,0,0,-,,,,,,,,,,
Rumana Ahmed,DNB,,,0,0,,,,,2,v PNG Wmn,Amstelveen,2018-07-07,Bangladesh Women,0,0,-,,,,,,,,,,
Panna Ghosh,DNB,,,0,0,,,,,2,v Neth Women,Utrecht,2018-07-08,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v Neth Women,Utrecht,2018-07-08,Bangladesh Women,0,0,-,,,,,,,,,,
Sanjida Islam,DNB,,,0,0,,,,,2,v Neth Women,Utrecht,2018-07-08,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v Neth Women,Utrecht,2018-07-08,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,2,v Neth Women,Utrecht,2018-07-08,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,2,v Neth Women,Utrecht,2018-07-08,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v UAE Women,Utrecht,2018-07-10,Bangladesh Women,0,0,-,,,,,,,,,,
Shamima Sultana,DNB,,,0,0,,,,,2,v UAE Women,Utrecht,2018-07-10,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v UAE Women,Utrecht,2018-07-10,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v UAE Women,Utrecht,2018-07-10,Bangladesh Women,0,0,-,,,,,,,,,,
Fargana Hoque,DNB,,,0,0,,,,,2,v UAE Women,Utrecht,2018-07-10,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,2,v UAE Women,Utrecht,2018-07-10,Bangladesh Women,0,0,-,,,,,,,,,,
Panna Ghosh,DNB,,,0,0,,,,,2,v UAE Women,Utrecht,2018-07-10,Bangladesh Women,0,0,-,,,,,,,,,,
Panna Ghosh,DNB,,,0,0,,,,,1,v Scot Women,Amstelveen,2018-07-12,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,1,v Scot Women,Amstelveen,2018-07-12,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,1,v Scot Women,Amstelveen,2018-07-12,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,1,v PAK Women,Cox's Bazar,2018-10-05,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v SA Women,Gros Islet,2018-11-18,Bangladesh Women,0,0,-,,,,,,,,,,
Ritu Moni,DNB,,,0,0,,,,,2,v SA Women,Gros Islet,2018-11-18,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,2,v SA Women,Gros Islet,2018-11-18,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v SA Women,Gros Islet,2018-11-18,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v Thai Women,Utrecht,2019-08-21,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v Thai Women,Utrecht,2019-08-21,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,2,v Thai Women,Utrecht,2019-08-21,Bangladesh Women,0,0,-,,,,,,,,,,
Shaila Sharmin,DNB,,,0,0,,,,,2,v Thai Women,Utrecht,2019-08-21,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,2,v Thai Women,Utrecht,2019-08-21,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,1,v Neth Women,Utrecht,2019-08-23,Bangladesh Women,0,0,-,,,,,,,,,,
Fargana Hoque,DNB,,,0,0,,,,,1,v Neth Women,Utrecht,2019-08-23,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,1,v Neth Women,Utrecht,2019-08-23,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,1,v Neth Women,Utrecht,2019-08-23,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,1,v Neth Women,Utrecht,2019-08-23,Bangladesh Women,0,0,-,,,,,,,,,,
Shaila Sharmin,DNB,,,0,0,,,,,1,v Neth Women,Utrecht,2019-08-23,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v Thai Women,Utrecht,2019-08-26,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v Thai Women,Utrecht,2019-08-26,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,2,v USA Women,Arbroath,2019-09-01,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,2,v USA Women,Arbroath,2019-09-01,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v USA Women,Arbroath,2019-09-01,Bangladesh Women,0,0,-,,,,,,,,,,
Shaila Sharmin,DNB,,,0,0,,,,,2,v USA Women,Arbroath,2019-09-01,Bangladesh Women,0,0,-,,,,,,,,,,
Fargana Hoque,DNB,,,0,0,,,,,2,v USA Women,Arbroath,2019-09-01,Bangladesh Women,0,0,-,,,,,,,,,,
Fahima Khatun,DNB,,,0,0,,,,,2,v USA Women,Arbroath,2019-09-01,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v USA Women,Arbroath,2019-09-01,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,1,v PNG Wmn,Dundee,2019-09-02,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,1,v Scot Women,Dundee,2019-09-03,Bangladesh Women,0,0,-,,,,,,,,,,
Jahanara Alam,DNB,,,0,0,,,,,1,v Scot Women,Dundee,2019-09-03,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,1,v Scot Women,Dundee,2019-09-03,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,1,v Scot Women,Dundee,2019-09-03,Bangladesh Women,0,0,-,,,,,,,,,,
Shaila Sharmin,DNB,,,0,0,,,,,1,v Scot Women,Dundee,2019-09-03,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,2,v Ire Women,Dundee,2019-09-05,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,2,v Ire Women,Dundee,2019-09-05,Bangladesh Women,0,0,-,,,,,,,,,,
Shaila Sharmin,DNB,,,0,0,,,,,2,v Ire Women,Dundee,2019-09-05,Bangladesh Women,0,0,-,,,,,,,,,,
Khadija Tul Kubra,DNB,,,0,0,,,,,1,v Thai Women,Dundee,2019-09-07,Bangladesh Women,0,0,-,,,,,,,,,,
Nahida Akter,DNB,,,0,0,,,,,1,v Thai Women,Dundee,2019-09-07,Bangladesh Women,0,0,-,,,,,,,,,,
Ritu Moni,DNB,,,0,0,,,,,1,v Thai Women,Dundee,2019-09-07,Bangladesh Women,0,0,-,,,,,,,,,,
Salma Khatun,DNB,,,0,0,,,,,1,v Thai Women,Dundee,2019-09-07,Bangladesh Women,0,0,-,,,,,,,,,,
N Symmons,86,86,55,1,0,48,10,1,179.16,1,v Neth Women,Potchefstroom,2010-10-16,Ireland Women,1,0,50-99,,,,,,,,,,
GH Lewis,71,71,,1,0,41,6,4,173.17,1,v Neth Women,Deventer,2019-08-12,Ireland Women,1,0,50-99,,,,,,,,,,
GH Lewis,65*,65,,1,1,39,12,0,166.66,2,v Scot Women,Deventer,2019-08-14,Ireland Women,1,0,50-99,,,,,,,,,,
EAJ Richardson,63*,63,47,1,1,41,11,0,153.65,1,v Neth Women,Deventer,2019-08-08,Ireland Women,1,0,50-99,,,,,,,,,,
GH Lewis,61,61,63,1,0,45,10,0,135.55,1,v NZ Women,Dublin,2018-06-06,Ireland Women,1,0,50-99,,,,,,,,,,
CNIM Joyce,60,60,69,1,0,47,6,1,127.65,1,v Bdesh Wmn,Dublin (Malahide),2018-06-29,Ireland Women,1,0,50-99,,,,,,,,,,
CMA Shillington,58*,58,49,1,1,37,8,1,156.75,2,v Neth Women,Dublin,2009-08-06,Ireland Women,1,0,50-99,,,,,,,,,,
IMHC Joyce,56*,56,44,1,1,32,6,2,175.00,2,v PAK Women,Dublin,2009-05-25,Ireland Women,1,0,50-99,,,,,,,,,,
MV Waldron,55*,55,69,1,1,62,4,0,88.70,2,v WI Women,Dublin,2019-05-29,Ireland Women,1,0,50-99,,,,,,,,,,
KJ Garth,51*,51,56,1,1,48,4,1,106.25,2,v WI Women,Dublin,2019-05-28,Ireland Women,1,0,50-99,,,,,,,,,,
GH Lewis,50,50,44,1,0,31,7,1,161.29,2,v Bdesh Wmn,Dublin,2018-07-01,Ireland Women,1,0,50-99,,,,,,,,,,
IMHC Joyce,48*,48,51,1,1,43,4,0,111.62,2,v Neth Women,Utrecht,2011-08-20,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,48,48,49,1,0,41,6,1,117.07,1,v SA Women,Dublin,2016-08-03,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,47*,47,,1,1,33,5,0,142.42,2,v Scot Women,Deventer,2019-08-14,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,47,47,65,1,0,48,4,0,97.91,1,v SA Women,Doha,2014-01-22,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,47,47,,1,0,39,4,0,120.51,2,v Scot Women,Amstelveen,2018-07-08,Ireland Women,0,0,0-49,,,,,,,,,,
L Delany,46,46,61,1,0,38,5,0,121.05,2,v Bdesh Wmn,Dublin,2018-07-01,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,46,46,76,1,0,55,6,0,83.63,2,v WI Women,Dublin,2019-05-26,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,45,45,,1,0,48,5,0,93.75,1,v SA Women,Solihull,2014-09-10,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,45,45,54,1,0,46,5,0,97.82,2,v WI Women,Dublin,2019-05-29,Ireland Women,0,0,0-49,,,,,,,,,,
EJ Tice,44*,44,70,1,1,49,2,0,89.79,2,v PAK Women,Doha,2014-01-20,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,43,43,48,1,0,36,5,0,119.44,1,v PAK Women,Solihull,2013-07-08,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,42,42,37,1,0,30,7,0,140.00,1,v PAK Women,Solihull,2013-07-08,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,41,41,62,1,0,40,5,0,102.50,2,v WI Women,Dublin,2008-06-27,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,41,41,47,1,0,41,4,0,100.00,1,v Bdesh Wmn,Dublin,2018-06-28,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,39*,39,34,1,1,28,4,0,139.28,2,v NZ Women,Sylhet,2014-03-25,Ireland Women,0,0,0-49,,,,,,,,,,
GH Lewis,39,39,,1,0,36,5,0,108.33,1,v NZ Women,Providence,2018-11-17,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,39,39,,1,0,35,4,0,111.42,1,v Neth Women,Dundee,2019-09-01,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,38*,38,77,1,1,56,2,0,67.85,1,v PAK Women,Dublin,2013-07-29,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,38,38,,1,0,32,4,1,118.75,2,v Thai Women,Utrecht,2018-07-07,Ireland Women,0,0,0-49,,,,,,,,,,
O Prendergast,38,38,,1,0,26,5,0,146.15,1,v Neth Women,Deventer,2019-08-12,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,37,37,39,1,0,27,5,0,137.03,2,v SL Women,Potchefstroom (Uni 2),2010-10-14,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,36,36,46,1,0,34,3,1,105.88,2,v PAK Women,Doha,2014-01-20,Ireland Women,0,0,0-49,,,,,,,,,,
GH Lewis,36,36,,1,0,33,5,0,109.09,1,v PNG Wmn,Amstelveen,2018-07-12,Ireland Women,0,0,0-49,,,,,,,,,,
R Stokell,36,36,,1,0,24,5,0,150.00,1,v Neth Women,Deventer,2019-08-12,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,35*,35,,1,1,47,3,0,74.46,2,v Scot Women,Amstelveen,2018-07-08,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,35,35,18,1,0,18,4,2,194.44,2,v Neth Women,Dublin,2009-08-06,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,35,35,58,1,0,48,1,0,72.91,2,v Neth Women,Utrecht,2011-08-20,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,34,34,63,1,0,42,3,0,80.95,1,v Bdesh Wmn,Dublin,2012-08-28,Ireland Women,0,0,0-49,,,,,,,,,,
EAJ Richardson,34,34,49,1,0,34,3,0,100.00,2,v PAK Women,Dublin,2013-07-16,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,34,34,50,1,0,28,4,1,121.42,2,v SA Women,Chennai,2016-03-23,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,33,33,35,1,0,39,1,0,84.61,2,v Neth Women,Utrecht,2011-08-15,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,33,33,34,1,0,33,4,0,100.00,1,v Neth Women,Utrecht,2011-08-20,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,33,33,37,1,0,24,6,0,137.50,2,v PAK Women,Dublin,2013-07-16,Ireland Women,0,0,0-49,,,,,,,,,,
MV Waldron,33,33,31,1,0,30,7,0,110.00,2,v SA Women,Sylhet,2014-03-29,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,33,33,,1,0,38,4,0,86.84,2,v India Women,Providence,2018-11-15,Ireland Women,0,0,0-49,,,,,,,,,,
MV Waldron,33,33,,1,0,30,5,0,110.00,2,v NAM Women,Arbroath,2019-08-31,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,32,32,47,1,0,39,3,0,82.05,2,v PAK Women,Sylhet,2014-03-31,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,32,32,,1,0,30,2,1,106.66,2,v Bdesh Wmn,Bangkok,2015-12-05,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,31*,31,38,1,1,24,3,1,129.16,1,v SA Women,Dublin,2016-08-01,Ireland Women,0,0,0-49,,,,,,,,,,
MV Waldron,31*,31,,1,1,22,3,0,140.90,1,v Neth Women,Deventer,2019-08-12,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,31,31,44,1,0,31,4,0,100.00,2,v SA Women,Solihull,2014-09-09,Ireland Women,0,0,0-49,,,,,,,,,,
EAJ Richardson,30*,30,20,1,1,22,1,0,136.36,1,v Neth Women,Potchefstroom,2010-10-16,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,30*,30,43,1,1,41,1,0,73.17,2,v PAK Women,Doha,2014-01-19,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,30*,30,46,1,1,35,4,0,85.71,2,v AUS Women,Dublin,2015-08-22,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,30*,30,33,1,1,26,2,0,115.38,1,v SA Women,Dublin,2016-08-01,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,30,30,49,1,0,31,2,1,96.77,1,v SA Women,Dublin,2016-08-01,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,30,30,31,1,0,29,3,1,103.44,1,v NZ Women,Dublin,2018-06-06,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,30,30,,1,0,31,4,0,96.77,2,v PAK Women,Providence,2018-11-13,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,30,30,,1,0,37,2,0,81.08,2,v Scot Women,Deventer,2019-08-10,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,29*,29,69,1,1,50,0,0,58.00,2,v PAK Women,Dublin,2009-05-29,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,29,29,35,1,0,27,4,1,107.40,1,v PAK Women,Dublin (Malahide),2009-05-28,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,29,29,35,1,0,34,2,0,85.29,1,v Neth Women,Utrecht,2011-08-20,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,29,29,38,1,0,38,3,0,76.31,2,v ENG Women,Loughborough,2012-06-23,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,29,29,49,1,0,48,1,0,60.41,1,v PAK Women,Dublin,2012-08-29,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,29,29,33,1,0,30,4,0,96.66,2,v SL Women,Mohali,2016-03-20,Ireland Women,0,0,0-49,,,,,,,,,,
L Delany,29,29,36,1,0,24,2,0,120.83,2,v SL Women,Mohali,2016-03-20,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,29,29,,1,0,29,2,1,100.00,2,v PNG Wmn,Dundee,2019-09-07,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,28*,28,36,1,1,30,1,0,93.33,1,v Neth Women,Utrecht,2011-08-20,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,28,28,42,1,0,33,1,0,84.84,2,v PAK Women,Doha,2014-01-19,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,28,28,28,1,0,25,6,0,112.00,2,v NZ Women,Sylhet,2014-03-25,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,28,28,50,1,0,35,2,0,80.00,2,v AUS Women,Sylhet,2014-03-27,Ireland Women,0,0,0-49,,,,,,,,,,
MV Waldron,28,28,28,1,0,30,3,0,93.33,2,v SA Women,Solihull,2014-09-09,Ireland Women,0,0,0-49,,,,,,,,,,
IMHC Joyce,28,28,44,1,0,33,2,0,84.84,2,v NZ Women,Mohali,2016-03-18,Ireland Women,0,0,0-49,,,,,,,,,,
GH Lewis,28,28,20,1,0,16,5,1,175.00,1,v Bdesh Wmn,Dublin,2018-06-28,Ireland Women,0,0,0-49,,,,,,,,,,
L Delany,28,28,,1,0,31,1,0,90.32,1,v Neth Women,Dundee,2019-09-01,Ireland Women,0,0,0-49,,,,,,,,,,
KJ Garth,27,27,45,1,0,46,0,0,58.69,1,v AUS Women,Delhi,2016-03-26,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,27,27,,1,0,21,3,0,128.57,2,v Uganda Women,Amstelveen,2018-07-10,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,27,27,,1,0,25,5,0,108.00,2,v PAK Women,Providence,2018-11-13,Ireland Women,0,0,0-49,,,,,,,,,,
L Delany,26*,26,,1,1,36,0,0,72.22,2,v Bdesh Wmn,Bangkok,2015-12-05,Ireland Women,0,0,0-49,,,,,,,,,,
R Stokell,26*,26,,1,1,26,2,0,100.00,2,v PNG Wmn,Dundee,2019-09-07,Ireland Women,0,0,0-49,,,,,,,,,,
NJ Coffey,26,26,39,1,0,31,2,0,83.87,2,v SA Women,Crowthorne,2008-08-01,Ireland Women,0,0,0-49,,,,,,,,,,
CNIM Joyce,26,26,26,1,0,25,2,0,104.00,2,v AUS Women,Dublin,2015-08-19,Ireland Women,0,0,0-49,,,,,,,,,,
GH Lewis,26,26,51,1,0,38,1,0,68.42,1,v SA Women,Dublin,2016-08-03,Ireland Women,0,0,0-49,,,,,,,,,,
CMA Shillington,26,26,,1,0,18,4,0,144.44,1,v Bdesh Wmn,Bready,2016-09-05,Ireland Women,0,0,0-49,,,,,,,,,,
GH Lewis,26,26,,1,0,30,4,0,86.66,2,v Bdesh Wmn,Utrecht,2018-07-14,Ireland Women,0,0,0-49,,,,,,,,,,
GH Lewis,26,26,17,1,0,16,3,1,162.50,1,v Neth Women,Deventer,2019-08-08,Ireland Women,0,0,0-49,,,,,,,,,,
L Paul,26,26,60,1,0,35,2,0,74.28,1,v Neth Women,Deventer,2019-08-08,Ireland Women,0,0,0-49,,,,,,,,,,
